method,split,task,regime,mean_success,ci95_success,mean_goal_validity_f1,ci95_goal_validity_f1,mean_retarget_precision,ci95_retarget_precision,mean_stale_goal_pursuit,ci95_stale_goal_pursuit,mean_unsafe_reach,ci95_unsafe_reach,mean_false_abandonment,ci95_false_abandonment,mean_reappearance_recovery,ci95_reappearance_recovery,mean_substitute_goal_success,ci95_substitute_goal_success,mean_belief_update_latency,ci95_belief_update_latency,mean_intervention_cost,ci95_intervention_cost,mean_regret_to_oracle,ci95_regret_to_oracle,groups
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,bin_sorting,human_temporary_obstruction,0.7279,0.0427,0.5823,0.0076,0.5258,0.0103,0.051,0.0111,0.0374,0.0213,0.0799,0.0278,0.3895,0.0189,0.4779,0.0351,0.6328,0.031,0.2464,0.0067,0.0884,0.0596,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,bin_sorting,object_moved,0.665,0.02,0.585,0.0075,0.529,0.0079,0.0918,0.0278,0.0289,0.0086,0.0459,0.0129,0.3997,0.0329,0.4388,0.0336,0.5694,0.0069,0.244,0.0033,0.1344,0.0422,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,bin_sorting,object_removed,0.6871,0.022,0.5893,0.0066,0.5211,0.0142,0.0765,0.0309,0.051,0.0248,0.0425,0.0112,0.4252,0.044,0.4711,0.0488,0.6643,0.0135,0.2423,0.0081,0.1412,0.0415,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,bin_sorting,substitute_goal_available,0.6752,0.0243,0.5866,0.0121,0.522,0.0069,0.0833,0.036,0.0442,0.0226,0.0408,0.0123,0.4065,0.0651,0.4847,0.0545,0.6228,0.0191,0.2533,0.0039,0.1463,0.0232,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,bin_sorting,visual_occlusion,0.7126,0.029,0.5958,0.0056,0.5298,0.008,0.0476,0.0191,0.0238,0.0135,0.0561,0.0167,0.4269,0.0505,0.4779,0.05,0.6272,0.0156,0.2446,0.0034,0.1207,0.029,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,drawer_placement,cascading_disappearing_goal,0.6088,0.0515,0.5845,0.012,0.5383,0.0118,0.1276,0.0202,0.0612,0.0262,0.0714,0.0233,0.4048,0.0527,0.449,0.0237,0.8102,0.0087,0.2518,0.0057,0.1718,0.0722,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,drawer_placement,goal_specification_changed,0.6412,0.0276,0.5834,0.0044,0.5322,0.0125,0.1071,0.0314,0.0306,0.0086,0.017,0.0143,0.4201,0.046,0.4677,0.0393,0.6594,0.0127,0.2448,0.0081,0.131,0.0233,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,drawer_placement,human_temporary_obstruction,0.6871,0.0287,0.5913,0.0148,0.5394,0.005,0.0799,0.0141,0.0544,0.01,0.0697,0.0172,0.4082,0.0232,0.4864,0.0285,0.6536,0.0176,0.25,0.0089,0.119,0.0496,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,drawer_placement,object_moved,0.6259,0.0356,0.5849,0.0093,0.5386,0.0047,0.0731,0.0213,0.0391,0.0208,0.0408,0.0112,0.3724,0.0373,0.4643,0.0529,0.5738,0.0195,0.2483,0.0055,0.1956,0.0541,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,drawer_placement,object_removed,0.6633,0.04,0.584,0.0107,0.5263,0.0108,0.0986,0.0309,0.0459,0.0094,0.0425,0.0233,0.4082,0.0359,0.4592,0.0356,0.71,0.0159,0.2467,0.008,0.1259,0.0483,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,drawer_placement,substitute_goal_available,0.6633,0.0258,0.5816,0.0082,0.5278,0.0118,0.0867,0.0313,0.034,0.0193,0.0374,0.0119,0.3656,0.0498,0.4456,0.0397,0.6653,0.0144,0.2458,0.0057,0.1463,0.0337,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,drawer_placement,visual_occlusion,0.6582,0.0431,0.5822,0.0086,0.5357,0.0075,0.0612,0.0061,0.0255,0.0156,0.0646,0.0196,0.4371,0.0503,0.4762,0.0414,0.6508,0.0104,0.2505,0.0072,0.1327,0.0487,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,mobile_pick_and_place,cascading_disappearing_goal,0.631,0.0345,0.5964,0.0086,0.5284,0.0091,0.1241,0.036,0.0442,0.0174,0.0782,0.016,0.4031,0.0402,0.4575,0.0287,0.8015,0.0097,0.2529,0.0022,0.131,0.0589,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,mobile_pick_and_place,goal_specification_changed,0.6786,0.0381,0.5877,0.0066,0.5323,0.0047,0.1088,0.0332,0.0306,0.0123,0.0459,0.0119,0.415,0.0396,0.449,0.0296,0.652,0.0121,0.2397,0.0099,0.1565,0.053,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,mobile_pick_and_place,human_temporary_obstruction,0.6616,0.0477,0.5822,0.0081,0.5273,0.0049,0.0663,0.01,0.0425,0.0123,0.0527,0.0249,0.3724,0.0337,0.4711,0.0446,0.6502,0.0093,0.2416,0.0073,0.1361,0.0555,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,mobile_pick_and_place,object_moved,0.6667,0.0161,0.5893,0.0061,0.5261,0.0106,0.0816,0.0139,0.034,0.0156,0.0408,0.01,0.3929,0.0228,0.4643,0.042,0.57,0.0119,0.2479,0.0062,0.1599,0.0349,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,mobile_pick_and_place,object_removed,0.619,0.0394,0.5919,0.0053,0.5327,0.0056,0.1054,0.0281,0.0374,0.0172,0.0391,0.0132,0.3571,0.0228,0.4252,0.0296,0.6939,0.0142,0.245,0.0092,0.1548,0.0514,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,mobile_pick_and_place,substitute_goal_available,0.6071,0.0444,0.5864,0.0056,0.5279,0.0145,0.0901,0.0391,0.0459,0.0139,0.0629,0.0253,0.3861,0.0317,0.4456,0.0203,0.6572,0.0229,0.2423,0.0059,0.1939,0.0725,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,mobile_pick_and_place,visual_occlusion,0.6786,0.0222,0.5838,0.005,0.5372,0.0161,0.0612,0.0312,0.0238,0.0125,0.0782,0.0249,0.4048,0.0297,0.4966,0.0253,0.6433,0.0163,0.2464,0.0029,0.1361,0.0426,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,shelf_retrieval,cascading_disappearing_goal,0.631,0.0216,0.5881,0.0107,0.5349,0.0096,0.1037,0.0248,0.0238,0.0125,0.0629,0.0182,0.3605,0.0287,0.4881,0.0467,0.7951,0.0162,0.2501,0.0082,0.1718,0.0309,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,shelf_retrieval,goal_specification_changed,0.6514,0.0455,0.5854,0.0081,0.5311,0.0067,0.0986,0.015,0.0391,0.0182,0.0374,0.0139,0.4303,0.0448,0.4643,0.0517,0.6607,0.0147,0.2523,0.0051,0.1429,0.0607,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,shelf_retrieval,human_temporary_obstruction,0.6667,0.042,0.5841,0.0185,0.5328,0.0134,0.0561,0.0263,0.0374,0.0148,0.0663,0.0221,0.415,0.0492,0.4711,0.0374,0.6579,0.0153,0.2439,0.0047,0.1463,0.0531,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,shelf_retrieval,object_moved,0.6582,0.0393,0.5884,0.0083,0.5303,0.0086,0.068,0.0268,0.0374,0.0079,0.0476,0.0204,0.3793,0.0406,0.4677,0.0174,0.5916,0.0107,0.2506,0.0075,0.1565,0.043,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,shelf_retrieval,object_removed,0.6735,0.0296,0.5869,0.0108,0.531,0.0108,0.1122,0.0215,0.0323,0.0084,0.0306,0.0143,0.3912,0.0508,0.4592,0.0526,0.6925,0.0118,0.248,0.0025,0.131,0.031,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,shelf_retrieval,substitute_goal_available,0.6973,0.019,0.5805,0.0095,0.5409,0.0092,0.0816,0.0139,0.0323,0.0141,0.0374,0.0172,0.3912,0.0433,0.4541,0.0396,0.6555,0.0148,0.2459,0.0079,0.0901,0.0356,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,shelf_retrieval,visual_occlusion,0.6956,0.0317,0.5797,0.0083,0.539,0.0102,0.0578,0.0206,0.0255,0.0129,0.0918,0.0208,0.4082,0.0466,0.4337,0.0363,0.6646,0.0112,0.2539,0.007,0.1003,0.0384,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,tool_handoff,cascading_disappearing_goal,0.6395,0.0214,0.5854,0.0113,0.5356,0.0126,0.1207,0.0236,0.0765,0.0196,0.0884,0.019,0.3571,0.0322,0.4388,0.0316,0.8219,0.0099,0.2496,0.0075,0.1071,0.042,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,tool_handoff,goal_specification_changed,0.6599,0.041,0.5911,0.0099,0.5298,0.0076,0.0952,0.0216,0.0527,0.0249,0.0221,0.0139,0.3895,0.0309,0.4422,0.0641,0.6835,0.0211,0.2471,0.0048,0.1412,0.0525,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,tool_handoff,human_temporary_obstruction,0.7109,0.046,0.5885,0.0122,0.5306,0.0059,0.0595,0.0279,0.0323,0.0159,0.0748,0.0348,0.3741,0.0349,0.4371,0.0366,0.667,0.0117,0.2418,0.0072,0.1105,0.0519,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,tool_handoff,object_moved,0.6463,0.0416,0.5848,0.006,0.5334,0.0072,0.0799,0.0258,0.0289,0.0133,0.0476,0.0176,0.415,0.0497,0.4473,0.0305,0.6009,0.0108,0.2483,0.0061,0.1582,0.0657,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,tool_handoff,object_removed,0.6565,0.0409,0.5866,0.0112,0.5273,0.0107,0.0935,0.0206,0.0493,0.0164,0.034,0.018,0.4269,0.02,0.4167,0.0306,0.7142,0.0116,0.2486,0.0041,0.1327,0.0635,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,tool_handoff,substitute_goal_available,0.6514,0.0366,0.5771,0.0113,0.536,0.0085,0.0884,0.0394,0.0476,0.0088,0.0544,0.0175,0.4014,0.0466,0.4762,0.0191,0.6852,0.0156,0.2539,0.0042,0.1378,0.0384,7
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,tool_handoff,visual_occlusion,0.6837,0.0296,0.5935,0.0136,0.5399,0.0096,0.0833,0.0191,0.0272,0.0098,0.068,0.0189,0.4099,0.0243,0.5051,0.0529,0.6639,0.015,0.2509,0.0054,0.1514,0.0321,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,bin_sorting,cascading_disappearing_goal,0.648,0.0325,0.616,0.0131,0.5597,0.0119,0.0901,0.0254,0.034,0.0061,0.0442,0.0167,0.398,0.0384,0.5187,0.0475,0.7122,0.017,0.2476,0.0059,0.1803,0.0448,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,bin_sorting,goal_specification_changed,0.6973,0.0452,0.6064,0.0085,0.5558,0.0117,0.0765,0.0183,0.0357,0.0072,0.034,0.02,0.4184,0.0462,0.5017,0.0336,0.6061,0.0083,0.2442,0.0033,0.0952,0.031,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,bin_sorting,human_temporary_obstruction,0.7313,0.0452,0.612,0.0057,0.5428,0.0075,0.0629,0.0291,0.0289,0.0112,0.068,0.0111,0.3759,0.048,0.5459,0.0252,0.6178,0.0121,0.2535,0.0063,0.0918,0.0452,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,bin_sorting,object_moved,0.7211,0.0278,0.6184,0.0065,0.5475,0.0112,0.1088,0.0303,0.0306,0.0168,0.0425,0.0143,0.3707,0.0568,0.4966,0.0383,0.5759,0.0103,0.2452,0.0069,0.0918,0.0329,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,bin_sorting,object_removed,0.699,0.0482,0.6114,0.007,0.557,0.011,0.1003,0.0238,0.0374,0.018,0.0289,0.0069,0.3776,0.0428,0.4643,0.0292,0.6248,0.0103,0.2435,0.0072,0.1395,0.0466,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,bin_sorting,substitute_goal_available,0.6769,0.0257,0.626,0.0089,0.5561,0.0124,0.0629,0.0122,0.0357,0.0169,0.0425,0.0175,0.3724,0.0621,0.483,0.0374,0.6067,0.0133,0.2435,0.007,0.1412,0.05,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,bin_sorting,visual_occlusion,0.7432,0.0313,0.6226,0.0098,0.5536,0.0097,0.0544,0.016,0.0187,0.0047,0.0544,0.0227,0.369,0.0269,0.5068,0.048,0.626,0.0113,0.247,0.0077,0.0867,0.0413,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,drawer_placement,cascading_disappearing_goal,0.6565,0.0369,0.6205,0.0125,0.5433,0.0106,0.0697,0.0193,0.0408,0.0143,0.0561,0.0278,0.4048,0.0496,0.4711,0.0363,0.7394,0.012,0.2443,0.0018,0.148,0.0485,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,drawer_placement,goal_specification_changed,0.6633,0.0304,0.6153,0.0136,0.561,0.0092,0.0918,0.0202,0.0493,0.0172,0.0255,0.0079,0.3793,0.0193,0.5323,0.04,0.6091,0.0149,0.2428,0.0063,0.1752,0.0397,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,drawer_placement,human_temporary_obstruction,0.7143,0.0414,0.6217,0.0109,0.5597,0.0133,0.0782,0.0233,0.034,0.0172,0.0544,0.0221,0.4184,0.0442,0.4813,0.0183,0.6295,0.0134,0.2505,0.0068,0.0986,0.0716,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,drawer_placement,object_moved,0.699,0.03,0.6207,0.0147,0.5648,0.0121,0.0901,0.0292,0.0357,0.0135,0.0442,0.0202,0.3844,0.0214,0.5136,0.0389,0.5745,0.0156,0.2442,0.0082,0.1259,0.0419,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,drawer_placement,object_removed,0.6701,0.0488,0.6288,0.0097,0.5516,0.0116,0.0731,0.0172,0.0289,0.01,0.0187,0.0123,0.3793,0.0542,0.4711,0.0488,0.6602,0.0096,0.2508,0.0035,0.131,0.0596,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,drawer_placement,substitute_goal_available,0.6973,0.0243,0.6143,0.0106,0.551,0.0072,0.0833,0.0249,0.0289,0.016,0.0323,0.0098,0.398,0.036,0.4932,0.0349,0.6346,0.0074,0.2467,0.005,0.1003,0.0374,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,drawer_placement,visual_occlusion,0.6888,0.0224,0.6183,0.0046,0.559,0.0077,0.0646,0.0143,0.017,0.0069,0.0629,0.0253,0.4014,0.0587,0.5272,0.0452,0.6356,0.0174,0.2473,0.0041,0.1446,0.0451,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,mobile_pick_and_place,cascading_disappearing_goal,0.6429,0.026,0.6292,0.0117,0.551,0.0121,0.1088,0.0358,0.0459,0.023,0.0527,0.0243,0.3776,0.0214,0.4983,0.0351,0.7499,0.0117,0.2506,0.0098,0.148,0.0287,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,mobile_pick_and_place,goal_specification_changed,0.6582,0.0278,0.6153,0.0089,0.5633,0.0203,0.0748,0.0232,0.0357,0.0161,0.0272,0.0132,0.4167,0.0161,0.4745,0.0213,0.6113,0.0093,0.2431,0.0101,0.1616,0.0432,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,mobile_pick_and_place,human_temporary_obstruction,0.6429,0.0197,0.6153,0.0074,0.5523,0.0092,0.0646,0.0133,0.0391,0.0195,0.0612,0.02,0.381,0.0394,0.5272,0.0434,0.643,0.0129,0.2534,0.0066,0.1786,0.036,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,mobile_pick_and_place,object_moved,0.682,0.0325,0.6048,0.0137,0.5615,0.0081,0.0595,0.0279,0.0289,0.0133,0.0425,0.0227,0.3861,0.0423,0.4796,0.04,0.5734,0.0121,0.2414,0.0068,0.1241,0.0461,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,mobile_pick_and_place,object_removed,0.6735,0.0363,0.624,0.0127,0.5482,0.0157,0.1122,0.0296,0.0357,0.0125,0.0323,0.0098,0.3844,0.0477,0.4728,0.0434,0.6461,0.0071,0.2512,0.0021,0.1259,0.06,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,mobile_pick_and_place,substitute_goal_available,0.6565,0.0579,0.61,0.0084,0.551,0.0075,0.0782,0.0152,0.0391,0.0208,0.0459,0.0094,0.3707,0.0328,0.4745,0.053,0.6321,0.0139,0.2463,0.0058,0.1327,0.0637,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,mobile_pick_and_place,visual_occlusion,0.6973,0.0407,0.6208,0.0117,0.5495,0.0063,0.0612,0.02,0.0153,0.0122,0.0663,0.0209,0.3724,0.0564,0.5255,0.0362,0.6432,0.0131,0.2466,0.0048,0.1207,0.0505,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,shelf_retrieval,cascading_disappearing_goal,0.6378,0.0274,0.6189,0.0138,0.556,0.0067,0.0731,0.0213,0.051,0.0111,0.0476,0.0161,0.3844,0.0202,0.4983,0.018,0.7466,0.0167,0.2487,0.0046,0.1752,0.0471,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,shelf_retrieval,goal_specification_changed,0.665,0.0262,0.6223,0.0076,0.565,0.0105,0.1054,0.0156,0.0238,0.0088,0.0153,0.0122,0.4031,0.0542,0.5255,0.0369,0.6224,0.011,0.2446,0.0074,0.1531,0.0294,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,shelf_retrieval,human_temporary_obstruction,0.6803,0.0462,0.6155,0.007,0.554,0.0089,0.0646,0.0209,0.0272,0.0098,0.0493,0.0276,0.4116,0.0423,0.5204,0.0387,0.6304,0.0182,0.2472,0.004,0.1139,0.0654,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,shelf_retrieval,object_moved,0.7092,0.0438,0.6088,0.0055,0.5536,0.0077,0.0867,0.0291,0.0306,0.0168,0.0357,0.0184,0.4065,0.0365,0.5408,0.0407,0.5763,0.0174,0.2521,0.0034,0.0969,0.053,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,shelf_retrieval,object_removed,0.6803,0.0316,0.6159,0.0103,0.5456,0.0153,0.0765,0.0243,0.0272,0.0141,0.0272,0.0111,0.3639,0.0329,0.4847,0.044,0.6458,0.0123,0.246,0.0031,0.1241,0.0472,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,shelf_retrieval,substitute_goal_available,0.6531,0.0459,0.6211,0.0169,0.5544,0.0132,0.0612,0.0267,0.034,0.0193,0.0595,0.0088,0.3724,0.015,0.4932,0.0469,0.621,0.0122,0.2476,0.0044,0.1531,0.0505,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,shelf_retrieval,visual_occlusion,0.6616,0.0397,0.6177,0.0087,0.5568,0.01,0.0459,0.02,0.017,0.0086,0.0748,0.0434,0.3844,0.0508,0.5238,0.0527,0.6573,0.0135,0.2485,0.0095,0.1718,0.0404,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,tool_handoff,cascading_disappearing_goal,0.6701,0.0506,0.6088,0.0148,0.5459,0.0106,0.1241,0.0243,0.0561,0.0258,0.0612,0.0148,0.3912,0.0465,0.4779,0.0457,0.7791,0.0119,0.2506,0.006,0.1139,0.0707,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,tool_handoff,goal_specification_changed,0.6293,0.0518,0.618,0.0137,0.553,0.0115,0.0986,0.0141,0.034,0.0129,0.0374,0.0107,0.4269,0.0257,0.4813,0.0394,0.6447,0.0135,0.2508,0.0048,0.1718,0.0702,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,tool_handoff,human_temporary_obstruction,0.7177,0.0268,0.6192,0.0118,0.5405,0.0056,0.0578,0.0148,0.0374,0.0129,0.0612,0.0156,0.4031,0.0386,0.5153,0.0352,0.6427,0.0081,0.2466,0.0071,0.0833,0.0461,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,tool_handoff,object_moved,0.6497,0.0377,0.6132,0.0134,0.5438,0.0116,0.0986,0.0159,0.0374,0.0156,0.0425,0.0254,0.4099,0.055,0.4813,0.0553,0.5871,0.0051,0.2458,0.0073,0.1548,0.0374,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,tool_handoff,object_removed,0.6701,0.0287,0.6028,0.0113,0.548,0.0089,0.085,0.0172,0.0425,0.0123,0.034,0.0129,0.3861,0.0463,0.4626,0.0376,0.6697,0.0131,0.2406,0.0043,0.1224,0.0524,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,tool_handoff,substitute_goal_available,0.6956,0.0317,0.6132,0.0093,0.5528,0.0093,0.0748,0.0258,0.0306,0.016,0.0408,0.0254,0.3861,0.0254,0.4847,0.0237,0.6507,0.0169,0.2521,0.0056,0.0952,0.0239,7
proposed_disappearing_goal_belief_revision,delayed_reappearance,tool_handoff,visual_occlusion,0.7262,0.0176,0.6109,0.0091,0.5602,0.0088,0.051,0.015,0.0238,0.0102,0.0833,0.0239,0.3895,0.0363,0.4949,0.0469,0.6553,0.0108,0.2424,0.0078,0.0901,0.0296,7
proposed_disappearing_goal_belief_revision,nominal,bin_sorting,cascading_disappearing_goal,0.7024,0.0326,0.6779,0.0102,0.608,0.0084,0.0612,0.0129,0.0204,0.0132,0.0459,0.0119,0.5034,0.0296,0.5153,0.0296,0.5115,0.0185,0.2484,0.0042,0.1327,0.0389,7
proposed_disappearing_goal_belief_revision,nominal,bin_sorting,goal_specification_changed,0.7381,0.0314,0.6723,0.0103,0.6007,0.0126,0.0561,0.0189,0.0357,0.0244,0.0204,0.0167,0.5204,0.0559,0.5374,0.0294,0.4524,0.0085,0.2421,0.0076,0.1156,0.044,7
proposed_disappearing_goal_belief_revision,nominal,bin_sorting,human_temporary_obstruction,0.7568,0.0238,0.6673,0.0098,0.5927,0.0108,0.0391,0.0195,0.0153,0.0111,0.0391,0.0159,0.4626,0.0252,0.4932,0.0264,0.4459,0.013,0.2497,0.0064,0.0782,0.0259,7
proposed_disappearing_goal_belief_revision,nominal,bin_sorting,object_moved,0.7194,0.0287,0.6716,0.0049,0.607,0.0093,0.0544,0.0112,0.0238,0.0161,0.0306,0.01,0.466,0.0465,0.534,0.029,0.4078,0.0093,0.2493,0.0128,0.1003,0.0441,7
proposed_disappearing_goal_belief_revision,nominal,bin_sorting,object_removed,0.7381,0.0269,0.682,0.0084,0.5841,0.0099,0.0629,0.0237,0.0289,0.0133,0.0238,0.0114,0.5,0.0483,0.5493,0.0389,0.4626,0.0053,0.2453,0.0045,0.1088,0.0439,7
proposed_disappearing_goal_belief_revision,nominal,bin_sorting,substitute_goal_available,0.7075,0.0196,0.6746,0.0109,0.5974,0.0095,0.0561,0.0202,0.0221,0.0061,0.0289,0.0069,0.5068,0.0325,0.5289,0.0243,0.4546,0.0111,0.2484,0.0055,0.1156,0.0373,7
proposed_disappearing_goal_belief_revision,nominal,bin_sorting,visual_occlusion,0.7228,0.0282,0.6692,0.0052,0.5982,0.0157,0.0289,0.0221,0.0119,0.0088,0.0425,0.01,0.5119,0.0367,0.5187,0.0526,0.449,0.0114,0.248,0.0081,0.1054,0.0354,7
proposed_disappearing_goal_belief_revision,nominal,drawer_placement,cascading_disappearing_goal,0.6837,0.0209,0.6734,0.0126,0.6098,0.0113,0.0561,0.0159,0.0374,0.0156,0.034,0.0094,0.5034,0.0514,0.5017,0.0094,0.5345,0.0107,0.2518,0.0045,0.1514,0.0434,7
proposed_disappearing_goal_belief_revision,nominal,drawer_placement,goal_specification_changed,0.6735,0.0381,0.6683,0.0074,0.5948,0.0069,0.0697,0.02,0.0272,0.0122,0.0459,0.0224,0.5085,0.0431,0.4864,0.0448,0.4698,0.0163,0.2411,0.0051,0.1412,0.0577,7
proposed_disappearing_goal_belief_revision,nominal,drawer_placement,human_temporary_obstruction,0.7398,0.0328,0.6734,0.0182,0.5903,0.0118,0.0408,0.0069,0.0272,0.015,0.0391,0.0122,0.5051,0.0407,0.551,0.0296,0.4617,0.0137,0.2427,0.0064,0.1054,0.0324,7
proposed_disappearing_goal_belief_revision,nominal,drawer_placement,object_moved,0.7075,0.0638,0.6838,0.011,0.6091,0.0094,0.0442,0.0174,0.0153,0.0111,0.0255,0.0148,0.4575,0.0423,0.5408,0.0317,0.429,0.016,0.2471,0.0056,0.1088,0.068,7
proposed_disappearing_goal_belief_revision,nominal,drawer_placement,object_removed,0.7296,0.0309,0.6746,0.007,0.6091,0.0079,0.0612,0.018,0.0306,0.01,0.0272,0.0202,0.5,0.0426,0.4762,0.0494,0.493,0.0171,0.2414,0.0043,0.0799,0.0366,7
proposed_disappearing_goal_belief_revision,nominal,drawer_placement,substitute_goal_available,0.7007,0.029,0.6757,0.0059,0.6048,0.0193,0.051,0.015,0.0306,0.0203,0.0272,0.0174,0.4966,0.0519,0.5323,0.0457,0.45,0.0076,0.2502,0.0081,0.1344,0.0352,7
proposed_disappearing_goal_belief_revision,nominal,drawer_placement,visual_occlusion,0.7075,0.0313,0.6789,0.0128,0.5962,0.0089,0.0374,0.0139,0.017,0.0112,0.0527,0.0133,0.4864,0.0328,0.5221,0.0294,0.4563,0.0146,0.2473,0.0065,0.1395,0.0189,7
proposed_disappearing_goal_belief_revision,nominal,mobile_pick_and_place,cascading_disappearing_goal,0.6888,0.0412,0.673,0.0066,0.6012,0.0077,0.0561,0.0202,0.0391,0.0132,0.0408,0.0152,0.5034,0.0559,0.5272,0.0263,0.545,0.0091,0.2465,0.0055,0.1173,0.0669,7
proposed_disappearing_goal_belief_revision,nominal,mobile_pick_and_place,goal_specification_changed,0.6803,0.0418,0.6689,0.0093,0.5994,0.0046,0.0459,0.0241,0.0221,0.0139,0.0153,0.0098,0.4983,0.0187,0.517,0.0491,0.4569,0.0206,0.2422,0.0055,0.1667,0.0551,7
proposed_disappearing_goal_belief_revision,nominal,mobile_pick_and_place,human_temporary_obstruction,0.7415,0.0387,0.6713,0.0079,0.5915,0.0114,0.0544,0.0196,0.0221,0.0094,0.0408,0.0143,0.5,0.0191,0.5051,0.0521,0.4705,0.014,0.2526,0.005,0.0833,0.0279,7
proposed_disappearing_goal_belief_revision,nominal,mobile_pick_and_place,object_moved,0.7075,0.0209,0.6717,0.0075,0.5892,0.0151,0.0476,0.0114,0.0204,0.0098,0.0255,0.0094,0.4966,0.0348,0.534,0.0497,0.4243,0.0166,0.2456,0.005,0.1139,0.041,7
proposed_disappearing_goal_belief_revision,nominal,mobile_pick_and_place,object_removed,0.7398,0.0487,0.6723,0.0087,0.6038,0.0141,0.0646,0.0269,0.0374,0.0187,0.0187,0.0069,0.4745,0.02,0.5153,0.0359,0.4849,0.014,0.2463,0.0077,0.0918,0.044,7
proposed_disappearing_goal_belief_revision,nominal,mobile_pick_and_place,substitute_goal_available,0.7007,0.0312,0.6817,0.0052,0.6033,0.0059,0.0527,0.0086,0.0221,0.0164,0.0425,0.0168,0.517,0.0243,0.5034,0.0531,0.4605,0.0138,0.2429,0.0058,0.1156,0.0536,7
proposed_disappearing_goal_belief_revision,nominal,mobile_pick_and_place,visual_occlusion,0.7262,0.0394,0.679,0.0157,0.6074,0.0097,0.0459,0.0193,0.0187,0.0112,0.0459,0.0224,0.5119,0.0322,0.5289,0.0356,0.4608,0.0115,0.2461,0.0045,0.1156,0.0498,7
