method,seed,mean_success,ci95_success,mean_goal_validity_f1,ci95_goal_validity_f1,mean_retarget_precision,ci95_retarget_precision,mean_stale_goal_pursuit,ci95_stale_goal_pursuit,mean_unsafe_reach,ci95_unsafe_reach,mean_false_abandonment,ci95_false_abandonment,mean_reappearance_recovery,ci95_reappearance_recovery,mean_substitute_goal_success,ci95_substitute_goal_success,mean_belief_update_latency,ci95_belief_update_latency,mean_intervention_cost,ci95_intervention_cost,mean_ece,ci95_ece,mean_regret,ci95_regret,mean_utility,ci95_utility,groups
conformal_goal_validity_filter,3,0.602865,0.021561,0.5447,0.003272,0.422857,0.002578,0.073785,0.010458,0.026042,0.006179,0.080295,0.011036,0.329427,0.019698,0.396701,0.020381,0.662761,0.00798,0.219729,0.000669,0.066832,0.001039,0.346955,0.018821,0.403464,0.024971,384
conformal_goal_validity_filter,4,0.606771,0.020697,0.543896,0.003267,0.42229,0.002448,0.074219,0.011455,0.029948,0.00674,0.065538,0.009772,0.338108,0.019249,0.390625,0.019585,0.661006,0.008347,0.219186,0.000683,0.066712,0.001036,0.343395,0.018031,0.413325,0.024128,384
conformal_goal_validity_filter,5,0.59375,0.018942,0.544125,0.003281,0.422941,0.002609,0.079427,0.011034,0.028646,0.006954,0.065538,0.010626,0.348958,0.020133,0.418837,0.019903,0.661111,0.008157,0.21902,0.000705,0.066616,0.001011,0.354793,0.016531,0.399784,0.021746,384
conformal_goal_validity_filter,6,0.590278,0.021335,0.544267,0.003345,0.422375,0.002562,0.083767,0.011679,0.021701,0.006112,0.078125,0.010829,0.345486,0.019008,0.382812,0.019613,0.660587,0.008067,0.219683,0.000695,0.066364,0.001036,0.358411,0.018652,0.391503,0.024654,384
conformal_goal_validity_filter,7,0.595052,0.020481,0.543982,0.003278,0.423733,0.00259,0.085503,0.011298,0.02691,0.006374,0.074653,0.011459,0.328993,0.019118,0.392361,0.019458,0.661899,0.008158,0.219238,0.0007,0.06659,0.001031,0.353818,0.017836,0.391212,0.024166,384
conformal_goal_validity_filter,8,0.608507,0.019926,0.544091,0.003226,0.422597,0.00256,0.075521,0.011079,0.028212,0.006598,0.073785,0.011065,0.347222,0.020643,0.37934,0.020242,0.661608,0.008082,0.219166,0.00071,0.066555,0.00101,0.341786,0.017358,0.411634,0.023748,384
conformal_goal_validity_filter,9,0.60026,0.018389,0.543844,0.003218,0.423212,0.002545,0.066406,0.010976,0.02474,0.006628,0.085069,0.01174,0.34375,0.020629,0.383247,0.018866,0.659339,0.007913,0.219435,0.000662,0.066723,0.001042,0.349191,0.016041,0.406388,0.022052,384
failure_aware_manipulation_policy,0,0.607205,0.019906,0.499651,0.003245,0.435829,0.002649,0.078125,0.011353,0.03559,0.007922,0.076823,0.011152,0.373264,0.01983,0.405816,0.020414,0.690803,0.008134,0.226679,0.000709,0.115374,0.001062,0.342796,0.017257,0.386482,0.025334,384
failure_aware_manipulation_policy,1,0.621528,0.020582,0.499359,0.003331,0.435828,0.002735,0.093316,0.012421,0.03342,0.007306,0.075087,0.011398,0.375434,0.019913,0.405382,0.020376,0.690477,0.008188,0.227434,0.000654,0.11523,0.001041,0.330968,0.01798,0.393772,0.025012,384
failure_aware_manipulation_policy,2,0.613715,0.020571,0.499894,0.003345,0.436385,0.002651,0.096354,0.012965,0.036458,0.007601,0.082031,0.010974,0.366753,0.020077,0.421007,0.020332,0.690043,0.007973,0.227045,0.000708,0.114961,0.000989,0.33785,0.017949,0.378204,0.024309,384
failure_aware_manipulation_policy,3,0.605469,0.020143,0.499188,0.003257,0.435658,0.002666,0.084201,0.012576,0.03776,0.007867,0.075087,0.01127,0.364149,0.020334,0.408854,0.019961,0.690588,0.008226,0.227788,0.000662,0.115247,0.001038,0.344537,0.017459,0.379876,0.025553,384
failure_aware_manipulation_policy,4,0.611979,0.021049,0.49924,0.003284,0.434578,0.002533,0.085503,0.010973,0.039497,0.008056,0.068576,0.010186,0.361545,0.020301,0.405816,0.019543,0.690467,0.007997,0.227602,0.000696,0.115047,0.00103,0.338808,0.018301,0.388144,0.024539,384
failure_aware_manipulation_policy,5,0.594618,0.020694,0.499523,0.003339,0.43565,0.002618,0.088542,0.011668,0.040365,0.008012,0.076389,0.01115,0.368924,0.020452,0.406684,0.020876,0.691809,0.008055,0.227081,0.00065,0.11515,0.00105,0.353865,0.018,0.363156,0.024992,384
failure_aware_manipulation_policy,6,0.620226,0.019371,0.500405,0.003282,0.43617,0.002594,0.09375,0.012181,0.038194,0.007892,0.072049,0.011179,0.378906,0.020054,0.420573,0.020546,0.689067,0.008162,0.227106,0.00072,0.115093,0.001,0.332088,0.016887,0.39112,0.024165,384
failure_aware_manipulation_policy,7,0.586372,0.021208,0.499531,0.00333,0.435229,0.002627,0.088542,0.01173,0.034722,0.00796,0.080295,0.011232,0.353733,0.020144,0.402344,0.019334,0.69112,0.0081,0.227344,0.000683,0.11524,0.000979,0.361519,0.018505,0.356968,0.025073,384
failure_aware_manipulation_policy,8,0.620226,0.019852,0.498376,0.003357,0.435499,0.002535,0.072483,0.011118,0.036892,0.007908,0.077691,0.011414,0.344184,0.020714,0.407118,0.018946,0.689681,0.008098,0.227443,0.000686,0.115417,0.001001,0.33153,0.017272,0.402755,0.025412,384
failure_aware_manipulation_policy,9,0.601997,0.020358,0.499051,0.003239,0.436087,0.002582,0.075087,0.011075,0.03776,0.007774,0.074219,0.011264,0.375434,0.019949,0.407118,0.020062,0.689633,0.008085,0.22693,0.000678,0.115135,0.001027,0.347557,0.017729,0.38443,0.024909,384
goal_retargeting_heuristic,0,0.556424,0.020372,0.413244,0.00319,0.44336,0.002617,0.081163,0.011615,0.043837,0.0081,0.102865,0.013595,0.284722,0.018216,0.429253,0.020792,0.759213,0.008164,0.221001,0.000719,0.1337,0.001007,0.387244,0.017724,0.302134,0.025385,384
goal_retargeting_heuristic,1,0.556424,0.020899,0.412587,0.003127,0.442499,0.00264,0.095486,0.012917,0.046441,0.008223,0.101128,0.012681,0.292535,0.018759,0.414062,0.019534,0.761307,0.008162,0.220579,0.000737,0.133806,0.001062,0.387727,0.018262,0.291908,0.025312,384
goal_retargeting_heuristic,2,0.558594,0.021743,0.412413,0.003269,0.443618,0.002657,0.09375,0.012763,0.047309,0.008689,0.095486,0.012401,0.272569,0.018989,0.407118,0.019661,0.760363,0.007993,0.220802,0.000687,0.133822,0.001082,0.385843,0.018886,0.295405,0.027114,384
goal_retargeting_heuristic,3,0.582031,0.021038,0.413034,0.003303,0.443477,0.002532,0.094618,0.011933,0.041667,0.007899,0.108507,0.014336,0.283854,0.017911,0.413628,0.020758,0.760684,0.008157,0.220485,0.000695,0.133582,0.001005,0.364973,0.018292,0.317547,0.025901,384
goal_retargeting_heuristic,4,0.567274,0.020838,0.413603,0.003285,0.443469,0.00267,0.104167,0.012519,0.048611,0.00946,0.09592,0.01198,0.299045,0.019213,0.422309,0.020113,0.759941,0.008097,0.220546,0.000676,0.133505,0.001027,0.377877,0.018099,0.298827,0.02717,384
goal_retargeting_heuristic,5,0.559896,0.021455,0.412694,0.003344,0.442956,0.002524,0.086372,0.012103,0.050347,0.008973,0.09809,0.013333,0.305556,0.019672,0.411892,0.020614,0.761373,0.007942,0.22072,0.000697,0.13365,0.001022,0.383818,0.01858,0.301154,0.026297,384
goal_retargeting_heuristic,6,0.56467,0.021434,0.413144,0.003263,0.44333,0.002602,0.084201,0.012106,0.046441,0.008397,0.092014,0.013001,0.277344,0.018887,0.40625,0.021355,0.760165,0.007994,0.220551,0.000734,0.133452,0.001029,0.380698,0.018724,0.311309,0.025374,384
goal_retargeting_heuristic,7,0.569878,0.021675,0.412978,0.003237,0.443714,0.002587,0.08724,0.011919,0.049479,0.00894,0.098524,0.01201,0.292535,0.018486,0.414931,0.019939,0.759196,0.00809,0.22087,0.000718,0.133179,0.001027,0.375912,0.01889,0.308044,0.026173,384
goal_retargeting_heuristic,8,0.565538,0.020042,0.411511,0.003342,0.444085,0.002662,0.094618,0.012114,0.038628,0.008187,0.101128,0.013186,0.316406,0.019256,0.405382,0.020126,0.760581,0.007989,0.220867,0.000681,0.133454,0.001039,0.379406,0.017419,0.309264,0.025046,384
goal_retargeting_heuristic,9,0.574219,0.021428,0.412838,0.003365,0.443413,0.002541,0.085069,0.01117,0.046441,0.008736,0.102431,0.012372,0.27474,0.018339,0.414062,0.020335,0.7604,0.00812,0.220842,0.000706,0.133479,0.001043,0.372098,0.018715,0.312219,0.025401,384
last_seen_goal_pursuit,0,0.374566,0.020363,0.176071,0.00329,0.15434,0.002662,0.21875,0.019246,0.095486,0.012401,0.150174,0.014611,0.134549,0.014943,0.124132,0.014125,0.944297,0.008156,0.137143,0.000727,0.212025,0.001015,0.545977,0.017604,-0.054148,0.028357,384
last_seen_goal_pursuit,1,0.365017,0.022874,0.176756,0.003293,0.154868,0.002662,0.210938,0.017967,0.102865,0.012769,0.146267,0.014833,0.131944,0.014835,0.121094,0.013583,0.945006,0.008005,0.136704,0.000733,0.212355,0.000995,0.554722,0.019814,-0.064423,0.028472,384
last_seen_goal_pursuit,2,0.382378,0.020439,0.176409,0.003268,0.154632,0.002529,0.207899,0.017571,0.084201,0.011925,0.142361,0.014502,0.129774,0.013473,0.123264,0.013359,0.944353,0.0079,0.136251,0.000742,0.212327,0.000999,0.539922,0.017654,-0.026257,0.029392,384
last_seen_goal_pursuit,3,0.36849,0.021615,0.17553,0.00328,0.1541,0.002527,0.217014,0.018169,0.103733,0.012114,0.146267,0.015456,0.130208,0.014345,0.12066,0.013434,0.944294,0.008116,0.136661,0.000709,0.2123,0.001021,0.551669,0.018747,-0.069721,0.029336,384
last_seen_goal_pursuit,4,0.374132,0.020175,0.175433,0.003269,0.154141,0.002613,0.193576,0.017948,0.101562,0.012267,0.144965,0.014593,0.126736,0.013029,0.125434,0.013722,0.943394,0.008075,0.136735,0.000743,0.212284,0.000996,0.546481,0.017397,-0.045237,0.027498,384
last_seen_goal_pursuit,5,0.389757,0.020514,0.176575,0.003258,0.154954,0.002573,0.218316,0.018232,0.108507,0.013175,0.141493,0.014487,0.126302,0.014215,0.105903,0.012604,0.944383,0.008101,0.1367,0.000703,0.212178,0.001002,0.532628,0.017811,-0.049457,0.028351,384
last_seen_goal_pursuit,6,0.381076,0.02031,0.176526,0.003254,0.154196,0.002584,0.197049,0.018054,0.094184,0.011876,0.146701,0.014418,0.113715,0.012439,0.121962,0.013559,0.944201,0.008215,0.136742,0.000724,0.211628,0.001026,0.541188,0.01763,-0.033582,0.029181,384
last_seen_goal_pursuit,7,0.376736,0.020968,0.175684,0.00317,0.154053,0.002651,0.207899,0.017363,0.103733,0.012468,0.147569,0.015543,0.125,0.013414,0.125434,0.013615,0.943151,0.008037,0.136484,0.000704,0.212081,0.00103,0.544637,0.018146,-0.052682,0.029528,384
last_seen_goal_pursuit,8,0.375434,0.019693,0.175798,0.003235,0.154262,0.002641,0.196181,0.016821,0.086806,0.011359,0.14974,0.015451,0.124566,0.012988,0.127604,0.014378,0.942805,0.008133,0.137159,0.000694,0.212077,0.001047,0.545329,0.017033,-0.035344,0.027606,384
last_seen_goal_pursuit,9,0.385851,0.021019,0.176459,0.003275,0.153074,0.002574,0.19184,0.017062,0.098524,0.012542,0.148003,0.015618,0.118924,0.013319,0.121962,0.013771,0.943489,0.007964,0.137218,0.000755,0.212437,0.001045,0.536462,0.018244,-0.028986,0.02729,384
learned_goal_state_classifier,0,0.611111,0.019782,0.565192,0.003324,0.446337,0.002552,0.072049,0.010579,0.028646,0.006954,0.081163,0.011298,0.371528,0.019864,0.417101,0.02121,0.641224,0.007977,0.215029,0.000705,0.097643,0.001003,0.339324,0.01718,0.410407,0.023947,384
learned_goal_state_classifier,1,0.637153,0.020157,0.564713,0.003215,0.446364,0.002461,0.093316,0.011883,0.034722,0.007587,0.076823,0.011599,0.381944,0.019819,0.402778,0.020181,0.640556,0.00798,0.215261,0.000678,0.097282,0.000983,0.317039,0.017547,0.417034,0.024151,384
learned_goal_state_classifier,2,0.625434,0.020328,0.564945,0.003259,0.445567,0.002663,0.070312,0.010351,0.029514,0.006705,0.065538,0.010279,0.392795,0.020267,0.420139,0.02019,0.641245,0.008085,0.21552,0.000721,0.09747,0.001019,0.327759,0.017731,0.434364,0.023671,384
learned_goal_state_classifier,3,0.639323,0.019211,0.563867,0.00327,0.446602,0.002701,0.077257,0.010958,0.032552,0.008007,0.059462,0.009865,0.383247,0.020453,0.411024,0.020506,0.642895,0.008105,0.215047,0.00065,0.097255,0.00105,0.314861,0.01669,0.442125,0.02337,384
learned_goal_state_classifier,4,0.61849,0.020138,0.563418,0.003239,0.445782,0.002623,0.065104,0.009838,0.035156,0.007803,0.078125,0.011353,0.378472,0.020757,0.428385,0.020159,0.642224,0.00802,0.214973,0.000693,0.097317,0.001058,0.333246,0.017547,0.420231,0.025402,384
learned_goal_state_classifier,5,0.635417,0.019656,0.564724,0.003216,0.445976,0.002582,0.073351,0.011256,0.032118,0.007315,0.06901,0.01061,0.367188,0.019315,0.407118,0.020598,0.641928,0.008168,0.215428,0.00071,0.096967,0.001037,0.31848,0.017166,0.4362,0.022904,384
learned_goal_state_classifier,6,0.619358,0.01935,0.565212,0.00329,0.444912,0.002665,0.075955,0.011016,0.032986,0.007175,0.082465,0.011171,0.371528,0.019496,0.409288,0.02043,0.642246,0.007996,0.215405,0.000698,0.096956,0.001056,0.332802,0.016873,0.411865,0.023816,384
learned_goal_state_classifier,7,0.621962,0.019746,0.564131,0.003262,0.445206,0.002573,0.081597,0.011039,0.034722,0.007776,0.063802,0.009813,0.357205,0.019408,0.40408,0.019383,0.641584,0.008142,0.214843,0.000673,0.097435,0.001017,0.330278,0.017204,0.416109,0.022554,384
learned_goal_state_classifier,8,0.616319,0.019554,0.564668,0.00317,0.44613,0.002621,0.082465,0.011925,0.025174,0.006444,0.071181,0.010638,0.370226,0.018743,0.418403,0.021037,0.641902,0.008159,0.215172,0.000679,0.097471,0.001028,0.335063,0.017071,0.416409,0.023936,384
learned_goal_state_classifier,9,0.609375,0.021118,0.564562,0.003349,0.447626,0.002618,0.078993,0.011098,0.032118,0.007315,0.0625,0.009934,0.383681,0.020812,0.424913,0.020639,0.642315,0.008092,0.215804,0.000669,0.097005,0.001045,0.341071,0.018399,0.411006,0.024231,384
memory_only_belief_tracking,0,0.442708,0.02196,0.31452,0.00327,0.220889,0.002565,0.160156,0.016831,0.092448,0.012132,0.131076,0.015009,0.200521,0.017418,0.182292,0.015157,0.835038,0.008078,0.146575,0.000693,0.182904,0.001075,0.486373,0.019059,0.070809,0.030215,384
memory_only_belief_tracking,1,0.432726,0.02108,0.31456,0.003378,0.221121,0.002587,0.168837,0.016002,0.092014,0.011771,0.14974,0.015404,0.193142,0.016807,0.184462,0.015488,0.836331,0.008144,0.146493,0.000724,0.18322,0.001067,0.495902,0.018347,0.049103,0.026788,384
memory_only_belief_tracking,2,0.444444,0.020001,0.313814,0.003205,0.220284,0.00258,0.170573,0.01618,0.08724,0.011858,0.132812,0.013686,0.195312,0.016087,0.184462,0.015767,0.836228,0.007934,0.146152,0.000731,0.183291,0.001037,0.485522,0.017293,0.073679,0.028174,384
memory_only_belief_tracking,3,0.448785,0.020545,0.314389,0.003292,0.220171,0.002606,0.186632,0.017174,0.09158,0.011141,0.140625,0.014621,0.193576,0.017121,0.201389,0.016326,0.837029,0.008081,0.145978,0.000738,0.182983,0.001031,0.481315,0.017835,0.056857,0.027531,384
memory_only_belief_tracking,4,0.440972,0.020722,0.314099,0.003269,0.221011,0.002545,0.172743,0.016285,0.082031,0.011364,0.134549,0.013886,0.198351,0.017145,0.187066,0.015689,0.836793,0.008058,0.146078,0.000695,0.183061,0.001044,0.488207,0.017944,0.067228,0.029722,384
memory_only_belief_tracking,5,0.460069,0.020193,0.31433,0.003285,0.221081,0.002555,0.164497,0.016138,0.08941,0.012211,0.131076,0.014317,0.194444,0.016502,0.170573,0.015771,0.836466,0.008173,0.145937,0.000742,0.183215,0.001068,0.47147,0.017574,0.089423,0.026962,384
memory_only_belief_tracking,6,0.4375,0.022114,0.314907,0.003314,0.220304,0.002653,0.166233,0.015403,0.088976,0.011541,0.129774,0.014807,0.176649,0.016153,0.186632,0.016703,0.836841,0.008131,0.145746,0.000739,0.183266,0.001058,0.491668,0.019217,0.06753,0.02912,384
memory_only_belief_tracking,7,0.428385,0.021314,0.313518,0.003263,0.22085,0.002564,0.169271,0.016205,0.090278,0.012026,0.144097,0.014728,0.179688,0.016199,0.18533,0.015337,0.835999,0.008045,0.146192,0.000722,0.183243,0.00105,0.499595,0.018523,0.047203,0.027617,384
memory_only_belief_tracking,8,0.44184,0.021265,0.314391,0.003275,0.221239,0.002469,0.167535,0.016429,0.079861,0.011423,0.125434,0.014937,0.192708,0.015995,0.177083,0.015202,0.837773,0.008091,0.14588,0.000741,0.183434,0.00106,0.487364,0.018464,0.081945,0.027878,384
memory_only_belief_tracking,9,0.427517,0.019947,0.313719,0.003294,0.22128,0.002664,0.175781,0.015517,0.088108,0.011482,0.118924,0.013695,0.199653,0.016273,0.182726,0.01681,0.836908,0.008162,0.145991,0.000682,0.183365,0.001034,0.500082,0.017326,0.056885,0.026349,384
oracle_goal_state_supervisor,0,0.881944,0.01345,0.806255,0.003215,0.670329,0.002579,0.0,0.0,0.0,0.0,0.0,0.0,0.596788,0.019895,0.638455,0.019349,0.44559,0.007991,0.275702,0.000676,0.014031,0.00081,0.0,0.0,0.840096,0.013614,384
oracle_goal_state_supervisor,1,0.876736,0.013521,0.80721,0.003206,0.670284,0.002621,0.0,0.0,0.0,0.0,0.0,0.0,0.575955,0.021469,0.64974,0.020883,0.445421,0.008146,0.275285,0.000654,0.013717,0.000836,0.0,0.0,0.834229,0.013795,384
oracle_goal_state_supervisor,2,0.880208,0.012908,0.806115,0.003298,0.67082,0.002754,0.0,0.0,0.0,0.0,0.0,0.0,0.588108,0.021544,0.626302,0.019508,0.445146,0.008053,0.275222,0.000627,0.014025,0.000861,0.0,0.0,0.837513,0.01297,384
oracle_goal_state_supervisor,3,0.867188,0.013739,0.804546,0.003326,0.669672,0.002663,0.0,0.0,0.0,0.0,0.0,0.0,0.575955,0.021367,0.652344,0.019797,0.444851,0.008122,0.276179,0.000658,0.014068,0.000814,0.0,0.0,0.824548,0.013912,384
oracle_goal_state_supervisor,4,0.86849,0.013785,0.805404,0.003285,0.670713,0.00251,0.0,0.0,0.0,0.0,0.0,0.0,0.602431,0.020777,0.648003,0.020693,0.445724,0.008005,0.275785,0.000651,0.01393,0.000816,0.0,0.0,0.827536,0.013772,384
oracle_goal_state_supervisor,5,0.871528,0.014401,0.804503,0.003209,0.670875,0.002545,0.0,0.0,0.0,0.0,0.0,0.0,0.585069,0.0203,0.626302,0.020593,0.444174,0.007919,0.275735,0.00067,0.014112,0.000878,0.0,0.0,0.828514,0.01452,384
oracle_goal_state_supervisor,6,0.869792,0.014039,0.805482,0.003229,0.670563,0.002573,0.0,0.0,0.0,0.0,0.0,0.0,0.591146,0.021669,0.630642,0.019923,0.444819,0.007937,0.275821,0.000674,0.01396,0.000837,0.0,0.0,0.827188,0.01435,384
oracle_goal_state_supervisor,7,0.87934,0.013434,0.80644,0.003254,0.670557,0.002662,0.0,0.0,0.0,0.0,0.0,0.0,0.577691,0.021709,0.641059,0.019197,0.444888,0.008138,0.275434,0.00066,0.013716,0.000814,0.0,0.0,0.83655,0.013688,384
oracle_goal_state_supervisor,8,0.878906,0.013204,0.805139,0.003241,0.66953,0.002609,0.000868,0.001201,0.0,0.0,0.000434,0.000851,0.600694,0.020687,0.640191,0.019818,0.444004,0.008161,0.275823,0.000683,0.013761,0.000812,0.0,0.0,0.836601,0.013332,384
oracle_goal_state_supervisor,9,0.878906,0.013259,0.805089,0.003239,0.670763,0.002642,0.0,0.0,0.0,0.0,0.0,0.0,0.584201,0.021515,0.634549,0.019642,0.444265,0.007992,0.275031,0.000705,0.013869,0.000815,0.0,0.0,0.836299,0.013609,384
pomdp_belief_planner,0,0.584201,0.019831,0.503076,0.003242,0.389787,0.002614,0.107205,0.012464,0.047309,0.009255,0.078993,0.01142,0.369792,0.019529,0.356771,0.019469,0.683345,0.008384,0.226457,0.000707,0.119062,0.001023,0.362986,0.017261,0.328064,0.025131,384
