method,seed,mean_success,ci95_success,mean_goal_validity_f1,ci95_goal_validity_f1,mean_retarget_precision,ci95_retarget_precision,mean_stale_goal_pursuit,ci95_stale_goal_pursuit,mean_unsafe_reach,ci95_unsafe_reach,mean_false_abandonment,ci95_false_abandonment,mean_reappearance_recovery,ci95_reappearance_recovery,mean_substitute_goal_success,ci95_substitute_goal_success,mean_belief_update_latency,ci95_belief_update_latency,mean_intervention_cost,ci95_intervention_cost,mean_ece,ci95_ece,mean_regret,ci95_regret,mean_utility,ci95_utility,groups
pomdp_belief_planner,1,0.578993,0.021308,0.504666,0.003335,0.389021,0.002682,0.097222,0.014134,0.045139,0.009008,0.080295,0.010635,0.37283,0.02054,0.348958,0.020525,0.684243,0.008041,0.225626,0.000702,0.119349,0.001058,0.368052,0.018596,0.331956,0.027293,384
pomdp_belief_planner,2,0.59809,0.020812,0.50397,0.003268,0.389304,0.002619,0.111979,0.013646,0.047309,0.008936,0.089844,0.011785,0.355903,0.020282,0.380208,0.01986,0.684204,0.008064,0.226415,0.000653,0.118944,0.001035,0.35107,0.018068,0.331658,0.026516,384
pomdp_belief_planner,3,0.587674,0.021274,0.504503,0.003213,0.389933,0.002616,0.099392,0.012818,0.046007,0.008549,0.080729,0.012044,0.375,0.020479,0.367188,0.01965,0.683438,0.008204,0.226246,0.000686,0.119138,0.001024,0.360309,0.018552,0.33849,0.026066,384
pomdp_belief_planner,4,0.588542,0.020078,0.504029,0.003292,0.388738,0.002632,0.114583,0.013535,0.052517,0.009209,0.083767,0.011864,0.348958,0.020133,0.354167,0.019536,0.682839,0.008127,0.226107,0.000712,0.118875,0.001018,0.359391,0.017471,0.320255,0.024964,384
pomdp_belief_planner,5,0.583333,0.020479,0.503911,0.003288,0.389149,0.002484,0.096788,0.013072,0.044271,0.008298,0.078993,0.011483,0.37934,0.020421,0.367622,0.019954,0.683111,0.008013,0.225362,0.000674,0.119006,0.001015,0.363635,0.017817,0.340365,0.025608,384
pomdp_belief_planner,6,0.606771,0.019728,0.504175,0.00324,0.388425,0.002592,0.108507,0.013175,0.06033,0.010456,0.082465,0.011986,0.37066,0.019099,0.346354,0.019751,0.683231,0.008133,0.226147,0.000704,0.11905,0.001027,0.343794,0.017192,0.337169,0.026417,384
pomdp_belief_planner,7,0.573785,0.021154,0.504279,0.00326,0.389618,0.002591,0.099826,0.012698,0.049045,0.009004,0.086806,0.011549,0.363715,0.019146,0.348524,0.019791,0.684811,0.008067,0.226248,0.000692,0.119187,0.001055,0.372445,0.018427,0.317439,0.026058,384
pomdp_belief_planner,8,0.572917,0.020488,0.504161,0.003224,0.388138,0.002599,0.106771,0.013371,0.050347,0.00929,0.083333,0.0113,0.373698,0.020381,0.375,0.01961,0.685037,0.008141,0.226067,0.000694,0.118743,0.001018,0.373053,0.017876,0.316181,0.025386,384
pomdp_belief_planner,9,0.592448,0.020984,0.503549,0.003258,0.390146,0.002576,0.104167,0.013086,0.050781,0.009383,0.075521,0.011013,0.342014,0.018089,0.365451,0.019899,0.683169,0.008132,0.226017,0.000662,0.118681,0.00103,0.356172,0.018342,0.337469,0.025683,384
proposed_disappearing_goal_belief_revision_v4,0,0.702257,0.018633,0.654903,0.003242,0.546711,0.00267,0.041233,0.007968,0.011285,0.004363,0.036458,0.007505,0.484375,0.020701,0.516059,0.020183,0.564664,0.008029,0.249687,0.000644,0.077423,0.001048,0.260104,0.016303,0.574253,0.020792,384
proposed_disappearing_goal_belief_revision_v4,1,0.711372,0.017609,0.655804,0.003262,0.547268,0.002667,0.039497,0.008234,0.017361,0.005376,0.033854,0.007626,0.483941,0.02154,0.504774,0.020772,0.566299,0.008149,0.249057,0.00068,0.077297,0.001001,0.252413,0.015398,0.580166,0.020299,384
proposed_disappearing_goal_belief_revision_v4,2,0.713108,0.017892,0.654226,0.003279,0.546623,0.002633,0.043403,0.008168,0.016927,0.005588,0.03342,0.007598,0.449219,0.020218,0.506076,0.021098,0.565345,0.007996,0.249715,0.00065,0.077536,0.001063,0.251086,0.015657,0.576705,0.020935,384
proposed_disappearing_goal_belief_revision_v4,3,0.68967,0.020043,0.65559,0.003239,0.545151,0.002663,0.043403,0.008516,0.011719,0.004595,0.03559,0.007736,0.46658,0.020471,0.509549,0.019363,0.565577,0.008061,0.250313,0.000664,0.077535,0.001027,0.271203,0.017509,0.558337,0.021432,384
proposed_disappearing_goal_belief_revision_v4,4,0.693142,0.019148,0.654109,0.003202,0.546528,0.00267,0.039062,0.007662,0.009549,0.003879,0.038194,0.008073,0.477865,0.020624,0.516493,0.020448,0.565744,0.008145,0.249679,0.000665,0.077983,0.001028,0.268154,0.01671,0.567235,0.021213,384
proposed_disappearing_goal_belief_revision_v4,5,0.713108,0.018607,0.655253,0.003236,0.548013,0.002568,0.032118,0.007215,0.011719,0.004595,0.036892,0.007816,0.457899,0.019693,0.510851,0.020218,0.565968,0.007979,0.250432,0.000703,0.07728,0.001067,0.250518,0.016219,0.589123,0.020877,384
proposed_disappearing_goal_belief_revision_v4,6,0.701823,0.01866,0.65542,0.003374,0.547712,0.002599,0.043403,0.008516,0.015625,0.005294,0.036024,0.007856,0.475694,0.020476,0.50434,0.02086,0.564859,0.008128,0.24981,0.000633,0.077686,0.001021,0.260542,0.016275,0.567448,0.021244,384
proposed_disappearing_goal_belief_revision_v4,7,0.699653,0.018951,0.655573,0.003395,0.547138,0.002588,0.038628,0.008448,0.014757,0.005039,0.035156,0.007895,0.46441,0.020416,0.515625,0.021186,0.565866,0.008075,0.249304,0.000692,0.077507,0.001017,0.26254,0.016528,0.569318,0.021369,384
proposed_disappearing_goal_belief_revision_v4,8,0.703559,0.017993,0.656046,0.00335,0.547362,0.002533,0.03776,0.00768,0.009115,0.003795,0.032118,0.007113,0.446181,0.019903,0.509115,0.021748,0.565878,0.008085,0.249936,0.00067,0.07774,0.001047,0.258833,0.015683,0.580629,0.020166,384
proposed_disappearing_goal_belief_revision_v4,9,0.708767,0.018476,0.654981,0.003216,0.547075,0.002591,0.039062,0.008298,0.010417,0.00404,0.033854,0.007721,0.456597,0.020443,0.498264,0.019386,0.565647,0.007923,0.250006,0.000658,0.077474,0.001032,0.254498,0.016112,0.581962,0.021013,384
risk_budgeted_goal_recovery,0,0.650608,0.020255,0.549661,0.003296,0.464159,0.0026,0.065538,0.010065,0.02474,0.006628,0.059896,0.010236,0.398872,0.019603,0.443142,0.019909,0.648526,0.008127,0.244852,0.000666,0.077356,0.001031,0.305068,0.017672,0.468092,0.024069,384
risk_budgeted_goal_recovery,1,0.632378,0.020171,0.550496,0.003435,0.462977,0.002543,0.065972,0.011035,0.021701,0.005992,0.067708,0.010523,0.400174,0.020412,0.44184,0.020035,0.650312,0.008161,0.244156,0.000689,0.077476,0.001039,0.321179,0.017561,0.448064,0.023883,384
risk_budgeted_goal_recovery,2,0.651042,0.019695,0.550298,0.003214,0.463091,0.002504,0.071615,0.010978,0.025174,0.006444,0.073785,0.01126,0.418837,0.020335,0.447483,0.020459,0.64808,0.008204,0.245389,0.000707,0.077756,0.001023,0.305069,0.017136,0.456407,0.023991,384
risk_budgeted_goal_recovery,3,0.643229,0.020379,0.55046,0.003265,0.462414,0.002618,0.069878,0.01069,0.021701,0.00587,0.05816,0.009758,0.412326,0.019457,0.4375,0.021616,0.64937,0.008141,0.244255,0.000694,0.077431,0.001028,0.311733,0.017765,0.462315,0.024077,384
risk_budgeted_goal_recovery,4,0.653646,0.019604,0.550756,0.003244,0.462706,0.002663,0.065972,0.011359,0.015191,0.005508,0.063802,0.009739,0.413628,0.019309,0.426649,0.020419,0.648899,0.008162,0.244508,0.000672,0.077318,0.000982,0.302356,0.017045,0.477255,0.02318,384
risk_budgeted_goal_recovery,5,0.661024,0.019878,0.550435,0.003293,0.46312,0.002578,0.079861,0.011231,0.018663,0.005789,0.074653,0.011331,0.396267,0.020483,0.465278,0.019928,0.649797,0.00809,0.245298,0.000671,0.077211,0.001034,0.295885,0.01729,0.466146,0.023826,384
risk_budgeted_goal_recovery,6,0.625,0.019904,0.550584,0.003208,0.46249,0.002537,0.067708,0.010995,0.020399,0.006216,0.063368,0.010724,0.395399,0.02093,0.450521,0.020972,0.651087,0.008005,0.244176,0.0007,0.077575,0.001048,0.32784,0.01735,0.442509,0.024083,384
risk_budgeted_goal_recovery,7,0.653212,0.019949,0.551439,0.003253,0.464085,0.002645,0.066406,0.010572,0.021267,0.006529,0.066406,0.009935,0.40191,0.020103,0.4375,0.020301,0.650293,0.007951,0.244147,0.000658,0.077382,0.000994,0.303327,0.017428,0.469869,0.023613,384
risk_budgeted_goal_recovery,8,0.640191,0.020713,0.551075,0.003258,0.463798,0.002606,0.061198,0.010336,0.019965,0.006053,0.069444,0.010616,0.392361,0.018775,0.459635,0.020769,0.649227,0.007985,0.244378,0.000674,0.077092,0.001036,0.31417,0.018033,0.460137,0.024781,384
risk_budgeted_goal_recovery,9,0.636285,0.021162,0.551068,0.003271,0.461641,0.00254,0.072483,0.011183,0.021701,0.00657,0.057726,0.009367,0.394097,0.021089,0.448351,0.020303,0.650829,0.008107,0.244425,0.000673,0.077469,0.000982,0.31772,0.018475,0.452999,0.024969,384
risk_calibrated_goal_belief_revision_v5,0,0.770833,0.016822,0.741765,0.003339,0.615454,0.002575,0.010417,0.00404,0.000434,0.000851,0.007812,0.003728,0.548177,0.020353,0.580295,0.020299,0.496612,0.008037,0.272304,0.000625,0.030167,0.001033,0.199955,0.014652,0.706533,0.017148,384
risk_calibrated_goal_belief_revision_v5,1,0.789497,0.017836,0.740361,0.003222,0.616025,0.002539,0.010851,0.004291,0.000434,0.000851,0.009983,0.00414,0.539497,0.020504,0.598524,0.020528,0.497974,0.008201,0.272778,0.000677,0.029975,0.000978,0.184074,0.015592,0.723767,0.018592,384
risk_calibrated_goal_belief_revision_v5,2,0.789497,0.016745,0.740933,0.003231,0.615841,0.002619,0.011285,0.004363,0.0,0.0,0.008681,0.004081,0.543837,0.020416,0.591146,0.021092,0.496083,0.00809,0.272571,0.000676,0.02962,0.000986,0.184131,0.014639,0.72481,0.017689,384
risk_calibrated_goal_belief_revision_v5,3,0.779514,0.01625,0.741199,0.00326,0.615247,0.002547,0.011285,0.004527,0.000868,0.001201,0.006944,0.003546,0.540365,0.020908,0.602865,0.020981,0.497127,0.007977,0.272572,0.000654,0.029547,0.001033,0.192656,0.014173,0.715204,0.016842,384
risk_calibrated_goal_belief_revision_v5,4,0.777778,0.016979,0.743307,0.003234,0.615113,0.002598,0.005208,0.002904,0.000868,0.001201,0.00651,0.003234,0.536458,0.019897,0.576389,0.019964,0.497393,0.008131,0.272349,0.000681,0.029467,0.000982,0.194365,0.014868,0.716712,0.017321,384
risk_calibrated_goal_belief_revision_v5,5,0.757812,0.019333,0.741581,0.003335,0.615201,0.002531,0.010851,0.004457,0.00217,0.001892,0.006076,0.003562,0.536024,0.019029,0.578559,0.019343,0.496803,0.008075,0.272018,0.000677,0.029814,0.001058,0.211344,0.016829,0.691616,0.019906,384
risk_calibrated_goal_belief_revision_v5,6,0.78559,0.016659,0.741893,0.003233,0.616097,0.002641,0.013455,0.005808,0.001736,0.001695,0.004774,0.002784,0.53559,0.021354,0.569878,0.020184,0.496951,0.008104,0.271988,0.000653,0.029848,0.001012,0.187437,0.014534,0.718411,0.0177,384
risk_calibrated_goal_belief_revision_v5,7,0.771267,0.016512,0.741846,0.003305,0.615353,0.002579,0.009115,0.003982,0.000434,0.000851,0.00651,0.003234,0.535156,0.020228,0.592014,0.019292,0.497351,0.008165,0.272147,0.000652,0.029946,0.001031,0.200218,0.014481,0.708417,0.016927,384
risk_calibrated_goal_belief_revision_v5,8,0.788194,0.016775,0.742029,0.003299,0.61654,0.00263,0.008247,0.003815,0.000868,0.001201,0.006944,0.003335,0.533854,0.020339,0.575955,0.020072,0.496195,0.007944,0.272549,0.000667,0.029707,0.00106,0.18494,0.014619,0.724419,0.017265,384
risk_calibrated_goal_belief_revision_v5,9,0.780816,0.017966,0.740623,0.003214,0.614506,0.002646,0.009983,0.00414,0.000434,0.000851,0.008247,0.00362,0.553385,0.020365,0.584201,0.020121,0.496465,0.008222,0.27286,0.000686,0.029868,0.001008,0.191365,0.01566,0.71701,0.018234,384
robust_mpc_replan,0,0.609809,0.020449,0.467536,0.003297,0.433787,0.002599,0.082899,0.011803,0.02908,0.006884,0.090712,0.012084,0.351128,0.019323,0.429253,0.020404,0.715776,0.008106,0.237336,0.000672,0.110539,0.001023,0.340871,0.017838,0.381654,0.024886,384
robust_mpc_replan,1,0.628038,0.01958,0.467756,0.003236,0.433408,0.00259,0.085503,0.012104,0.030382,0.007389,0.08941,0.011663,0.357639,0.018891,0.409288,0.020359,0.715587,0.008058,0.236694,0.000711,0.110552,0.001054,0.32492,0.017003,0.398253,0.023864,384
robust_mpc_replan,2,0.607639,0.019791,0.467652,0.003261,0.433125,0.002572,0.093316,0.011944,0.037326,0.007748,0.086806,0.01192,0.370226,0.02034,0.414062,0.019645,0.715579,0.008048,0.237269,0.000714,0.11008,0.001021,0.343239,0.017288,0.366531,0.024659,384
robust_mpc_replan,3,0.617188,0.020763,0.467979,0.003276,0.434374,0.002733,0.085503,0.012044,0.038628,0.007824,0.090712,0.011594,0.363715,0.020747,0.413194,0.020046,0.715374,0.008055,0.237159,0.000679,0.110873,0.001076,0.334332,0.018093,0.377958,0.025616,384
robust_mpc_replan,4,0.622396,0.020741,0.467235,0.003296,0.433149,0.002641,0.08941,0.01262,0.039931,0.007805,0.097222,0.012206,0.361545,0.019977,0.433594,0.020014,0.716181,0.00798,0.237114,0.000689,0.110706,0.001064,0.329717,0.018017,0.377593,0.025583,384
robust_mpc_replan,5,0.590712,0.021128,0.467531,0.003324,0.434068,0.002602,0.088542,0.012624,0.032986,0.007375,0.083767,0.011364,0.346354,0.019492,0.414497,0.01983,0.715652,0.007998,0.236668,0.00073,0.110489,0.001025,0.357371,0.018428,0.360157,0.025233,384
robust_mpc_replan,6,0.582899,0.020969,0.466706,0.003319,0.432848,0.002655,0.088976,0.011851,0.030382,0.007582,0.085503,0.011739,0.354601,0.018521,0.412326,0.020008,0.714607,0.008066,0.237173,0.000739,0.110506,0.001013,0.364666,0.018276,0.352638,0.024339,384
robust_mpc_replan,7,0.599392,0.020416,0.467639,0.003294,0.433124,0.002658,0.092448,0.011768,0.034722,0.007393,0.098958,0.012537,0.342014,0.018989,0.405382,0.020624,0.714752,0.008018,0.237204,0.000695,0.110141,0.001014,0.350324,0.017862,0.352303,0.025171,384
robust_mpc_replan,8,0.600694,0.01957,0.467578,0.003223,0.433606,0.002585,0.081163,0.011801,0.03559,0.00745,0.09158,0.012607,0.363281,0.019658,0.417101,0.020337,0.713798,0.008006,0.236448,0.000702,0.110226,0.001033,0.348667,0.017025,0.365874,0.024509,384
robust_mpc_replan,9,0.60026,0.02055,0.467208,0.003256,0.433336,0.002654,0.091146,0.011653,0.03776,0.008402,0.082899,0.0113,0.356771,0.019911,0.403212,0.018961,0.714865,0.008084,0.237291,0.000727,0.110654,0.001034,0.349228,0.017937,0.362727,0.025776,384
uncertainty_halt,0,0.494358,0.021592,0.36905,0.003264,0.267193,0.002662,0.15408,0.015586,0.058594,0.009843,0.132812,0.015848,0.222222,0.016807,0.226562,0.017548,0.794977,0.008017,0.211032,0.000716,0.148315,0.001028,0.441321,0.018753,0.147701,0.028161,384
uncertainty_halt,1,0.463542,0.021238,0.368643,0.003282,0.266949,0.002657,0.135851,0.014301,0.055122,0.008475,0.128038,0.014263,0.242622,0.017648,0.227865,0.017147,0.795865,0.008083,0.210735,0.000732,0.148716,0.001025,0.468865,0.018461,0.140812,0.026733,384
uncertainty_halt,2,0.467882,0.020721,0.368068,0.003154,0.266113,0.002512,0.127604,0.014528,0.056424,0.009561,0.119792,0.013566,0.226997,0.016222,0.239583,0.017633,0.797195,0.008029,0.210971,0.000717,0.14846,0.001049,0.465224,0.017959,0.150603,0.02681,384
uncertainty_halt,3,0.488715,0.019981,0.369165,0.00333,0.265191,0.00257,0.134549,0.014845,0.044705,0.008744,0.125434,0.014543,0.238281,0.01725,0.230469,0.017263,0.795712,0.008006,0.211069,0.000713,0.148635,0.001011,0.446674,0.017381,0.173843,0.02697,384
uncertainty_halt,4,0.455729,0.019847,0.368209,0.00324,0.266791,0.002521,0.136285,0.015735,0.055122,0.009134,0.121528,0.013836,0.233507,0.016913,0.228299,0.018139,0.796145,0.008032,0.210732,0.000709,0.148563,0.00102,0.475671,0.017298,0.13126,0.026435,384
uncertainty_halt,5,0.488715,0.021553,0.368589,0.003308,0.265654,0.002654,0.123264,0.014099,0.050781,0.009228,0.126736,0.013304,0.223524,0.01738,0.215278,0.017192,0.795639,0.008101,0.211205,0.000745,0.148627,0.00104,0.446288,0.018745,0.171248,0.026532,384
uncertainty_halt,6,0.454427,0.020555,0.368153,0.003312,0.266265,0.002636,0.135417,0.014468,0.056858,0.009497,0.132812,0.014104,0.240017,0.018162,0.240451,0.017263,0.796933,0.008056,0.210041,0.000707,0.148518,0.001061,0.477078,0.017866,0.129499,0.027229,384
uncertainty_halt,7,0.490017,0.022595,0.367869,0.003284,0.266339,0.002716,0.138889,0.015364,0.05816,0.009684,0.114583,0.013801,0.234809,0.016225,0.239149,0.017589,0.796714,0.008082,0.210539,0.000681,0.148686,0.001025,0.445494,0.019611,0.1653,0.029772,384
uncertainty_halt,8,0.489583,0.021115,0.369631,0.003326,0.266241,0.002621,0.13151,0.01485,0.053819,0.009093,0.115017,0.013144,0.244792,0.01786,0.234809,0.018246,0.794625,0.008105,0.210551,0.000729,0.148131,0.001019,0.445635,0.018337,0.175579,0.026763,384
uncertainty_halt,9,0.469618,0.018686,0.36929,0.003332,0.266312,0.002602,0.146267,0.015172,0.055556,0.009687,0.119792,0.013241,0.240885,0.017804,0.219618,0.017483,0.797126,0.008166,0.211122,0.000748,0.148567,0.00105,0.463372,0.016284,0.140591,0.02353,384
