stress_level,method,seed,mean_success,ci95_success,mean_goal_validity_f1,ci95_goal_validity_f1,mean_retarget_precision,ci95_retarget_precision,mean_stale_goal_pursuit,ci95_stale_goal_pursuit,mean_unsafe_reach,ci95_unsafe_reach,mean_false_abandonment,ci95_false_abandonment,mean_reappearance_recovery,ci95_reappearance_recovery,mean_substitute_goal_success,ci95_substitute_goal_success,mean_belief_update_latency,ci95_belief_update_latency,mean_intervention_cost,ci95_intervention_cost,mean_ece,ci95_ece,mean_regret,ci95_regret,mean_utility,ci95_utility,groups
0.6,failure_aware_manipulation_policy,3,0.600694,0.054796,0.48384,0.003314,0.426771,0.003418,0.083333,0.030757,0.027778,0.020247,0.079861,0.025714,0.333333,0.053273,0.402778,0.054008,0.71605,0.017212,0.228135,0.001623,0.116675,0.001528,0.347928,0.047464,0.375359,0.069356,48
0.6,failure_aware_manipulation_policy,4,0.638889,0.050851,0.482797,0.002628,0.423951,0.003291,0.114583,0.037866,0.024306,0.016817,0.100694,0.037342,0.333333,0.053273,0.447917,0.056006,0.71837,0.017179,0.22704,0.001808,0.117977,0.00164,0.314094,0.043971,0.394151,0.065882,48
0.6,failure_aware_manipulation_policy,5,0.569444,0.059826,0.483307,0.003303,0.425919,0.003903,0.09375,0.030613,0.020833,0.015759,0.079861,0.033678,0.322917,0.059487,0.4375,0.061226,0.715186,0.016345,0.229819,0.002258,0.118042,0.001627,0.37448,0.051638,0.35135,0.070682,48
0.6,failure_aware_manipulation_policy,6,0.579861,0.049585,0.482344,0.003328,0.422039,0.003449,0.086806,0.029162,0.052083,0.026019,0.076389,0.029111,0.336806,0.049106,0.409722,0.056679,0.71556,0.016413,0.226998,0.002118,0.117024,0.001524,0.366708,0.043142,0.337323,0.058978,48
0.6,failure_aware_manipulation_policy,7,0.583333,0.055874,0.481471,0.002968,0.425159,0.003402,0.090278,0.033635,0.017361,0.014556,0.076389,0.029111,0.350694,0.059354,0.430556,0.062152,0.712081,0.017178,0.225738,0.001851,0.117197,0.001636,0.363331,0.048809,0.371983,0.060341,48
0.6,failure_aware_manipulation_policy,8,0.555556,0.066917,0.48017,0.002899,0.427204,0.004028,0.065972,0.027059,0.013889,0.01317,0.090278,0.032198,0.34375,0.050918,0.399306,0.058147,0.714947,0.017618,0.227423,0.001871,0.117117,0.001598,0.387903,0.05875,0.353659,0.079746,48
0.6,failure_aware_manipulation_policy,9,0.607639,0.056287,0.481656,0.003489,0.421988,0.003694,0.083333,0.029179,0.024306,0.016817,0.079861,0.030741,0.347222,0.050383,0.409722,0.063003,0.715045,0.016889,0.227758,0.001632,0.116471,0.001762,0.341431,0.048886,0.389993,0.064018,48
0.6,goal_retargeting_heuristic,0,0.545139,0.052142,0.394038,0.003345,0.434793,0.003716,0.065972,0.030354,0.045139,0.023302,0.121528,0.036053,0.302083,0.053853,0.385417,0.059288,0.785683,0.016742,0.220566,0.001834,0.134876,0.001729,0.396378,0.045046,0.284303,0.061402,48
0.6,goal_retargeting_heuristic,1,0.559028,0.050996,0.396203,0.003073,0.431842,0.003889,0.090278,0.033635,0.03125,0.018598,0.125,0.039509,0.3125,0.053826,0.361111,0.056991,0.788582,0.01714,0.220682,0.002126,0.136315,0.001654,0.384551,0.044229,0.296712,0.05744,48
0.6,goal_retargeting_heuristic,2,0.506944,0.065937,0.394494,0.00293,0.433245,0.003301,0.104167,0.043088,0.034722,0.027439,0.104167,0.039658,0.239583,0.052293,0.40625,0.05319,0.787799,0.01786,0.220705,0.002046,0.135916,0.002123,0.429133,0.057435,0.243967,0.085654,48
0.6,goal_retargeting_heuristic,3,0.545139,0.043213,0.396353,0.003017,0.431719,0.00382,0.107639,0.039496,0.041667,0.020633,0.128472,0.040384,0.288194,0.044295,0.375,0.057129,0.785284,0.016773,0.221409,0.002436,0.134702,0.001607,0.39667,0.037463,0.256654,0.060641,48
0.6,goal_retargeting_heuristic,4,0.579861,0.068769,0.394618,0.003448,0.43081,0.003406,0.107639,0.039496,0.027778,0.017758,0.083333,0.032259,0.260417,0.051381,0.395833,0.062752,0.788249,0.01721,0.220069,0.001689,0.134851,0.001796,0.366149,0.059907,0.327662,0.071662,48
0.6,goal_retargeting_heuristic,5,0.541667,0.057951,0.398068,0.003366,0.433358,0.003079,0.104167,0.035902,0.045139,0.023302,0.090278,0.033635,0.284722,0.059924,0.416667,0.051467,0.786399,0.016525,0.221875,0.002252,0.136086,0.001504,0.39841,0.050071,0.271941,0.076328,48
0.6,goal_retargeting_heuristic,6,0.576389,0.058324,0.394345,0.003337,0.430671,0.004063,0.100694,0.040966,0.038194,0.024296,0.128472,0.041539,0.253472,0.051457,0.402778,0.062909,0.784242,0.016768,0.220411,0.001887,0.135577,0.00147,0.370072,0.050901,0.29037,0.083141,48
0.6,goal_retargeting_heuristic,7,0.534722,0.060709,0.399103,0.003318,0.434311,0.003421,0.09375,0.037552,0.038194,0.022264,0.135417,0.039695,0.3125,0.055555,0.388889,0.059429,0.784206,0.017901,0.220723,0.001925,0.136008,0.001664,0.405501,0.052814,0.254282,0.067943,48
0.6,goal_retargeting_heuristic,8,0.541667,0.069119,0.392722,0.002725,0.432919,0.003628,0.121528,0.037342,0.0625,0.028565,0.121528,0.034716,0.298611,0.050501,0.413194,0.059949,0.786832,0.017264,0.221217,0.001725,0.135783,0.001328,0.399579,0.060565,0.233009,0.084411,48
0.6,goal_retargeting_heuristic,9,0.5,0.057542,0.394817,0.002918,0.431534,0.003777,0.114583,0.040287,0.048611,0.021658,0.118056,0.041218,0.267361,0.04739,0.413194,0.056705,0.784601,0.017362,0.221224,0.002354,0.135248,0.001675,0.435428,0.050197,0.210643,0.072941,48
0.6,learned_goal_state_classifier,0,0.645833,0.052038,0.546657,0.003861,0.434652,0.003906,0.121528,0.046381,0.041667,0.031517,0.069444,0.025425,0.361111,0.052678,0.416667,0.055874,0.665301,0.017101,0.21583,0.001898,0.099935,0.001606,0.308695,0.045183,0.39897,0.072843,48
0.6,learned_goal_state_classifier,1,0.635417,0.060473,0.547281,0.003596,0.43302,0.004172,0.072917,0.037552,0.03125,0.020988,0.065972,0.027059,0.3125,0.062752,0.354167,0.064974,0.666726,0.016267,0.214548,0.002477,0.098283,0.001433,0.318155,0.052616,0.430656,0.075716,48
0.6,learned_goal_state_classifier,2,0.645833,0.058863,0.549633,0.002851,0.43541,0.003204,0.059028,0.026618,0.03125,0.020988,0.0625,0.031704,0.354167,0.054697,0.402778,0.051314,0.668342,0.016829,0.217654,0.00186,0.098518,0.001541,0.308072,0.051342,0.460796,0.067612,48
0.6,learned_goal_state_classifier,3,0.663194,0.052818,0.547716,0.002507,0.432719,0.00311,0.079861,0.032243,0.020833,0.015759,0.079861,0.030741,0.329861,0.060342,0.430556,0.054877,0.667213,0.017418,0.215264,0.001765,0.099836,0.001734,0.293661,0.046206,0.460563,0.065885,48
0.6,learned_goal_state_classifier,4,0.628472,0.061699,0.549403,0.003573,0.43581,0.004177,0.097222,0.032013,0.03125,0.020988,0.065972,0.027059,0.354167,0.050187,0.399306,0.067203,0.664158,0.017092,0.212516,0.002349,0.09976,0.001694,0.322764,0.053144,0.411545,0.072153,48
0.6,learned_goal_state_classifier,5,0.559028,0.05458,0.550066,0.00269,0.43647,0.003308,0.086806,0.032243,0.038194,0.020027,0.065972,0.027059,0.347222,0.060611,0.357639,0.048622,0.668871,0.01711,0.215088,0.002136,0.09903,0.001568,0.383518,0.047322,0.342241,0.064454,48
0.6,learned_goal_state_classifier,6,0.569444,0.061387,0.546683,0.003185,0.435312,0.003707,0.065972,0.027059,0.03125,0.020988,0.052083,0.024133,0.354167,0.055555,0.416667,0.055021,0.668718,0.018119,0.215982,0.001915,0.098429,0.001814,0.375631,0.053876,0.383649,0.067064,48
0.6,learned_goal_state_classifier,7,0.607639,0.050996,0.549892,0.003363,0.435034,0.004078,0.090278,0.037618,0.03125,0.018598,0.076389,0.033635,0.361111,0.056155,0.475694,0.06451,0.668252,0.01844,0.215614,0.001845,0.099218,0.001337,0.342479,0.044715,0.392241,0.062962,48
0.6,learned_goal_state_classifier,8,0.597222,0.054008,0.54674,0.003179,0.432927,0.003628,0.069444,0.0305,0.038194,0.024296,0.069444,0.028908,0.392361,0.050996,0.444444,0.057815,0.671577,0.01807,0.215541,0.001922,0.099016,0.00161,0.350976,0.047083,0.396432,0.076326,48
0.6,learned_goal_state_classifier,9,0.642361,0.053264,0.547037,0.00286,0.435288,0.00402,0.072917,0.032121,0.038194,0.024296,0.072917,0.032121,0.319444,0.054877,0.440972,0.05544,0.667178,0.01797,0.214787,0.001807,0.099359,0.001672,0.311096,0.046066,0.434165,0.066226,48
0.6,oracle_goal_state_supervisor,0,0.875,0.041835,0.789989,0.002948,0.658675,0.003278,0.0,0.0,0.0,0.0,0.0,0.0,0.590278,0.066651,0.638889,0.061,0.47285,0.016706,0.276478,0.001718,0.014122,0.00166,0.0,0.0,0.831808,0.041249,48
0.6,oracle_goal_state_supervisor,1,0.871528,0.03797,0.790048,0.003153,0.660204,0.003565,0.0,0.0,0.0,0.0,0.0,0.0,0.579861,0.060733,0.677083,0.043937,0.471497,0.01741,0.276002,0.00146,0.015593,0.00154,0.0,0.0,0.829244,0.038473,48
0.6,oracle_goal_state_supervisor,2,0.847222,0.04221,0.790154,0.003377,0.65835,0.003902,0.0,0.0,0.0,0.0,0.0,0.0,0.559028,0.053706,0.645833,0.053826,0.47023,0.017456,0.276129,0.001868,0.014579,0.001623,0.0,0.0,0.802444,0.042761,48
0.6,oracle_goal_state_supervisor,3,0.895833,0.031704,0.789094,0.002722,0.657027,0.003711,0.0,0.0,0.0,0.0,0.0,0.0,0.618056,0.054985,0.65625,0.052744,0.469853,0.017097,0.274857,0.001941,0.014253,0.001779,0.0,0.0,0.85559,0.032057,48
0.6,oracle_goal_state_supervisor,4,0.875,0.037037,0.788829,0.003354,0.660652,0.004152,0.0,0.0,0.0,0.0,0.0,0.0,0.614583,0.041444,0.625,0.055449,0.468601,0.016936,0.2752,0.002004,0.014195,0.00173,0.0,0.0,0.833204,0.036014,48
0.6,oracle_goal_state_supervisor,5,0.892361,0.034374,0.79061,0.002966,0.658311,0.003609,0.0,0.0,0.0,0.0,0.0,0.0,0.611111,0.058628,0.621528,0.060538,0.471797,0.017456,0.275335,0.002111,0.01511,0.001808,0.0,0.0,0.849683,0.035076,48
0.6,oracle_goal_state_supervisor,6,0.885417,0.039095,0.788494,0.003162,0.656992,0.003618,0.0,0.0,0.0,0.0,0.0,0.0,0.541667,0.052828,0.65625,0.062587,0.467185,0.016609,0.275336,0.001995,0.015642,0.0016,0.0,0.0,0.840087,0.039193,48
0.6,oracle_goal_state_supervisor,7,0.878472,0.038588,0.790294,0.003155,0.661313,0.003486,0.0,0.0,0.0,0.0,0.0,0.0,0.597222,0.050383,0.670139,0.053706,0.472498,0.0169,0.275156,0.00159,0.014877,0.001893,0.0,0.0,0.837159,0.039424,48
0.6,oracle_goal_state_supervisor,8,0.829861,0.03828,0.791284,0.003234,0.65778,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.53125,0.047307,0.635417,0.049266,0.469953,0.018387,0.275446,0.00164,0.014208,0.001775,0.0,0.0,0.782966,0.03908,48
0.6,oracle_goal_state_supervisor,9,0.850694,0.040384,0.790889,0.002745,0.657754,0.003736,0.0,0.0,0.0,0.0,0.0,0.0,0.569444,0.063656,0.666667,0.055021,0.471745,0.016278,0.277137,0.001837,0.015052,0.001322,0.0,0.0,0.807132,0.04145,48
0.6,pomdp_belief_planner,0,0.576389,0.063749,0.489434,0.003232,0.382287,0.003544,0.121528,0.038588,0.048611,0.021658,0.090278,0.036339,0.375,0.054589,0.399306,0.056496,0.709127,0.01771,0.226052,0.001834,0.120231,0.001627,0.369297,0.055796,0.301034,0.076249,48
0.6,pomdp_belief_planner,1,0.579861,0.063772,0.486517,0.002601,0.377634,0.003601,0.09375,0.033561,0.065972,0.033325,0.097222,0.033458,0.371528,0.059354,0.302083,0.058079,0.707031,0.016983,0.227553,0.002046,0.119894,0.001912,0.36702,0.055624,0.311887,0.075324,48
0.6,pomdp_belief_planner,2,0.506944,0.063749,0.486524,0.003288,0.377134,0.003425,0.138889,0.045965,0.034722,0.021658,0.069444,0.027222,0.361111,0.057815,0.309028,0.047639,0.709483,0.017104,0.227487,0.001765,0.121104,0.001412,0.428346,0.055193,0.246383,0.079936,48
0.6,pomdp_belief_planner,3,0.590278,0.051429,0.486548,0.003034,0.378621,0.003669,0.125,0.032984,0.055556,0.026339,0.055556,0.031266,0.354167,0.062752,0.361111,0.06022,0.712235,0.016273,0.227882,0.001866,0.121189,0.001687,0.356866,0.04444,0.327712,0.063483,48
0.6,pomdp_belief_planner,4,0.611111,0.069005,0.489783,0.002666,0.380513,0.002921,0.079861,0.030741,0.048611,0.029111,0.086806,0.033678,0.34375,0.057052,0.333333,0.063034,0.709284,0.017634,0.224716,0.001974,0.121612,0.001501,0.338752,0.059961,0.369558,0.081871,48
0.6,pomdp_belief_planner,5,0.607639,0.0656,0.486273,0.002777,0.378838,0.003095,0.173611,0.048591,0.048611,0.025657,0.090278,0.032198,0.395833,0.055555,0.364583,0.063525,0.71343,0.017957,0.225475,0.001692,0.120037,0.001672,0.341598,0.056945,0.300859,0.078701,48
0.6,pomdp_belief_planner,6,0.611111,0.058628,0.486555,0.003284,0.379021,0.003393,0.09375,0.029027,0.024306,0.019427,0.100694,0.034716,0.368056,0.059924,0.364583,0.057259,0.709257,0.016956,0.226606,0.001815,0.120847,0.001886,0.339585,0.051024,0.373396,0.069222,48
0.6,pomdp_belief_planner,7,0.59375,0.054072,0.485208,0.003194,0.376148,0.003251,0.142361,0.042385,0.065972,0.027059,0.118056,0.038855,0.291667,0.049116,0.347222,0.051314,0.707939,0.017115,0.226256,0.001767,0.120143,0.001745,0.354112,0.046861,0.264854,0.069712,48
0.6,pomdp_belief_planner,8,0.59375,0.050452,0.487386,0.002752,0.379362,0.00445,0.09375,0.041158,0.069444,0.028908,0.069444,0.033458,0.34375,0.059487,0.361111,0.051772,0.709931,0.016771,0.225645,0.001909,0.120764,0.001389,0.354241,0.044084,0.32881,0.063898,48
0.6,pomdp_belief_planner,9,0.559028,0.06189,0.48939,0.00296,0.378639,0.003817,0.097222,0.03746,0.045139,0.023302,0.079861,0.032243,0.315972,0.047886,0.350694,0.051687,0.709789,0.016996,0.224024,0.002064,0.119879,0.001764,0.384586,0.054395,0.30448,0.072421,48
0.6,risk_budgeted_goal_recovery,0,0.65625,0.051839,0.532531,0.00277,0.452737,0.00382,0.079861,0.035055,0.027778,0.017758,0.076389,0.029111,0.399306,0.058147,0.409722,0.05234,0.679384,0.015923,0.24429,0.001756,0.07918,0.001295,0.299845,0.045302,0.445889,0.057784,48
0.6,risk_budgeted_goal_recovery,1,0.635417,0.058888,0.537573,0.003528,0.453414,0.003141,0.079861,0.035055,0.017361,0.014556,0.045139,0.021175,0.3125,0.055555,0.479167,0.060448,0.67643,0.017345,0.246808,0.001964,0.079274,0.001656,0.318489,0.05145,0.451465,0.08283,48
0.6,risk_budgeted_goal_recovery,2,0.645833,0.054697,0.533255,0.003846,0.452123,0.003967,0.069444,0.036175,0.024306,0.023804,0.059028,0.029962,0.388889,0.058628,0.430556,0.048469,0.674522,0.016458,0.244985,0.001634,0.07961,0.001789,0.307874,0.047391,0.460226,0.063879,48
0.6,risk_budgeted_goal_recovery,3,0.642361,0.061507,0.536404,0.002974,0.453121,0.004158,0.097222,0.038702,0.020833,0.015759,0.055556,0.022462,0.371528,0.053486,0.423611,0.064487,0.67984,0.015957,0.244667,0.001553,0.080243,0.001601,0.312174,0.054168,0.436356,0.078406,48
0.6,risk_budgeted_goal_recovery,4,0.65625,0.057052,0.534788,0.003527,0.450441,0.003732,0.0625,0.028565,0.027778,0.017758,0.059028,0.031501,0.385417,0.061635,0.447917,0.058485,0.678944,0.016812,0.245645,0.001715,0.078739,0.001552,0.299783,0.049941,0.472119,0.073212,48
0.6,risk_budgeted_goal_recovery,5,0.670139,0.057121,0.532338,0.003068,0.453975,0.003613,0.065972,0.027059,0.017361,0.014556,0.072917,0.032121,0.475694,0.054145,0.447917,0.060863,0.67193,0.017491,0.243942,0.001815,0.08095,0.001682,0.286905,0.049741,0.492321,0.065587,48
0.6,risk_budgeted_goal_recovery,6,0.659722,0.054118,0.532831,0.002886,0.447645,0.003297,0.076389,0.032198,0.010417,0.015088,0.090278,0.030693,0.409722,0.051429,0.486111,0.05903,0.674396,0.017324,0.245935,0.002286,0.079797,0.001503,0.297313,0.047493,0.466723,0.064941,48
0.6,risk_budgeted_goal_recovery,7,0.680556,0.059826,0.533762,0.003068,0.449836,0.003994,0.069444,0.032013,0.013889,0.01317,0.086806,0.035055,0.340278,0.057508,0.434028,0.058147,0.67639,0.017983,0.245918,0.001998,0.079619,0.001504,0.278466,0.051914,0.483934,0.072188,48
0.6,risk_budgeted_goal_recovery,8,0.635417,0.067144,0.531509,0.002736,0.448951,0.003789,0.072917,0.030613,0.027778,0.020247,0.079861,0.033678,0.354167,0.052038,0.378472,0.049346,0.676207,0.017376,0.244265,0.002226,0.079418,0.001589,0.31756,0.058329,0.426096,0.080175,48
0.6,risk_budgeted_goal_recovery,9,0.618056,0.060709,0.534357,0.002713,0.450804,0.003618,0.0625,0.033162,0.024306,0.016817,0.069444,0.028908,0.361111,0.06022,0.4375,0.063501,0.672092,0.016751,0.243985,0.002093,0.079191,0.001881,0.332168,0.052532,0.426162,0.064811,48
0.6,risk_calibrated_goal_belief_revision_v5,0,0.777778,0.048955,0.723591,0.002879,0.60395,0.003763,0.013889,0.01317,0.0,0.0,0.017361,0.017506,0.5625,0.047276,0.545139,0.053926,0.520594,0.01791,0.271854,0.002007,0.031464,0.001696,0.193915,0.042806,0.704197,0.051872,48
0.6,risk_calibrated_goal_belief_revision_v5,1,0.788194,0.053926,0.724798,0.003386,0.606404,0.003588,0.020833,0.015759,0.003472,0.006806,0.003472,0.006806,0.520833,0.058863,0.565972,0.067203,0.518852,0.016952,0.274076,0.00192,0.031454,0.001682,0.185591,0.047246,0.712112,0.054418,48
0.6,risk_calibrated_goal_belief_revision_v5,2,0.798611,0.04235,0.724644,0.00302,0.604387,0.003934,0.003472,0.006806,0.0,0.0,0.006944,0.009522,0.482639,0.062461,0.559028,0.049106,0.517664,0.017526,0.27338,0.00165,0.032793,0.001399,0.174875,0.036641,0.733448,0.043676,48
0.6,risk_calibrated_goal_belief_revision_v5,3,0.795139,0.044825,0.725231,0.003249,0.602963,0.003724,0.027778,0.022462,0.0,0.0,0.003472,0.006806,0.524306,0.055865,0.569444,0.052227,0.520086,0.016524,0.272215,0.001936,0.032722,0.001683,0.178655,0.03909,0.717935,0.049026,48
0.6,risk_calibrated_goal_belief_revision_v5,4,0.8125,0.041976,0.726525,0.002925,0.602131,0.003735,0.010417,0.011534,0.003472,0.006806,0.017361,0.014556,0.552083,0.061635,0.506944,0.059924,0.519992,0.0154,0.27226,0.001863,0.031536,0.001517,0.163159,0.036482,0.735177,0.041167,48
0.6,risk_calibrated_goal_belief_revision_v5,5,0.743056,0.048591,0.723724,0.003078,0.60218,0.003975,0.027778,0.017758,0.003472,0.006806,0.003472,0.006806,0.517361,0.056076,0.614583,0.048784,0.522331,0.017093,0.272887,0.001833,0.030858,0.00164,0.224259,0.042553,0.664419,0.049992,48
0.6,risk_calibrated_goal_belief_revision_v5,6,0.760417,0.05319,0.724936,0.003607,0.606378,0.003512,0.006944,0.009522,0.0,0.0,0.006944,0.009522,0.520833,0.055555,0.586806,0.063772,0.522691,0.017178,0.273233,0.002143,0.03224,0.001414,0.209158,0.046352,0.696398,0.054643,48
0.6,risk_calibrated_goal_belief_revision_v5,7,0.798611,0.044528,0.722516,0.004093,0.606194,0.003635,0.013889,0.01317,0.0,0.0,0.006944,0.009522,0.548611,0.063003,0.579861,0.06451,0.519477,0.018018,0.272791,0.002356,0.031419,0.001697,0.175088,0.038523,0.731424,0.050786,48
0.6,risk_calibrated_goal_belief_revision_v5,8,0.791667,0.051005,0.725075,0.003005,0.606595,0.004018,0.010417,0.011534,0.0,0.0,0.017361,0.017506,0.520833,0.063501,0.614583,0.05767,0.528075,0.0166,0.272514,0.002191,0.031487,0.001748,0.181599,0.044449,0.720368,0.051097,48
0.6,risk_calibrated_goal_belief_revision_v5,9,0.753472,0.051457,0.726282,0.00347,0.606027,0.004031,0.013889,0.01317,0.003472,0.006806,0.013889,0.01317,0.506944,0.051429,0.538194,0.067554,0.523914,0.016913,0.273354,0.00162,0.032078,0.001778,0.21532,0.045154,0.673507,0.052493,48
0.6,robust_mpc_replan,0,0.597222,0.056575,0.45207,0.00313,0.41939,0.00321,0.131944,0.040054,0.038194,0.022264,0.104167,0.033162,0.361111,0.052678,0.402778,0.055732,0.738845,0.017238,0.238589,0.001882,0.111713,0.001572,0.350938,0.049158,0.311804,0.069496,48
0.6,robust_mpc_replan,1,0.600694,0.060538,0.450214,0.002928,0.421924,0.004471,0.135417,0.047307,0.038194,0.022264,0.065972,0.036053,0.340278,0.05234,0.413194,0.051457,0.736478,0.016691,0.237192,0.001956,0.112261,0.00166,0.348887,0.053156,0.339561,0.075407,48
0.6,robust_mpc_replan,2,0.59375,0.062964,0.453728,0.003295,0.418029,0.003735,0.104167,0.037196,0.052083,0.029431,0.090278,0.030693,0.333333,0.048632,0.361111,0.061771,0.73523,0.016986,0.237599,0.001701,0.112633,0.001551,0.353219,0.054821,0.323876,0.07514,48
0.6,robust_mpc_replan,3,0.597222,0.064395,0.454259,0.003357,0.422973,0.003837,0.138889,0.041646,0.024306,0.016817,0.09375,0.034942,0.319444,0.053125,0.378472,0.053926,0.739901,0.017905,0.238835,0.001996,0.111994,0.001628,0.350588,0.055404,0.323202,0.078383,48
0.6,robust_mpc_replan,4,0.621528,0.052142,0.451132,0.003105,0.426051,0.003281,0.104167,0.031704,0.038194,0.020027,0.086806,0.036379,0.357639,0.057533,0.385417,0.063151,0.742483,0.016651,0.236979,0.001901,0.113516,0.001322,0.329337,0.045237,0.366273,0.062246,48
0.6,robust_mpc_replan,5,0.611111,0.050851,0.450092,0.002804,0.421722,0.003437,0.083333,0.033693,0.041667,0.024797,0.125,0.031517,0.361111,0.056991,0.413194,0.047639,0.740972,0.016623,0.238336,0.001914,0.112816,0.001536,0.338145,0.043936,0.349677,0.063297,48
0.6,robust_mpc_replan,6,0.638889,0.061771,0.452635,0.003173,0.424643,0.003837,0.097222,0.032013,0.038194,0.022264,0.076389,0.027439,0.336806,0.045088,0.375,0.061898,0.739331,0.017679,0.237553,0.002074,0.112664,0.001644,0.314805,0.053562,0.393911,0.068935,48
0.6,robust_mpc_replan,7,0.607639,0.070467,0.453171,0.003339,0.421969,0.00397,0.104167,0.040833,0.041667,0.02281,0.079861,0.030741,0.357639,0.046635,0.395833,0.059661,0.738709,0.016721,0.238353,0.001962,0.111892,0.001737,0.342209,0.061424,0.355718,0.085844,48
0.6,robust_mpc_replan,8,0.572917,0.056636,0.448103,0.003304,0.424468,0.004045,0.125,0.037037,0.038194,0.020027,0.065972,0.028754,0.371528,0.062461,0.440972,0.052818,0.745282,0.016779,0.237449,0.002277,0.113031,0.001881,0.371828,0.049122,0.319514,0.063071,48
0.6,robust_mpc_replan,9,0.555556,0.052678,0.449449,0.00299,0.421957,0.003291,0.09375,0.033561,0.059028,0.02834,0.079861,0.030741,0.395833,0.054697,0.416667,0.055874,0.742893,0.017868,0.237999,0.001836,0.112163,0.001403,0.386893,0.045789,0.295926,0.073908,48
0.7,active_viewpoint_reacquisition,0,0.506944,0.054118,0.407773,0.003133,0.27547,0.003822,0.166667,0.046646,0.0625,0.030175,0.069444,0.036175,0.409722,0.061483,0.215278,0.047608,0.776702,0.016727,0.245945,0.001907,0.146116,0.001545,0.42876,0.047841,0.184088,0.072459,48
0.7,active_viewpoint_reacquisition,1,0.545139,0.051227,0.411473,0.003292,0.276746,0.003775,0.135417,0.043122,0.083333,0.036393,0.104167,0.035902,0.347222,0.051314,0.263889,0.054877,0.770281,0.017212,0.249474,0.002113,0.145748,0.001794,0.394044,0.044027,0.19964,0.075494,48
0.7,active_viewpoint_reacquisition,2,0.5,0.061515,0.410051,0.00326,0.275402,0.004282,0.166667,0.048632,0.0625,0.023068,0.0625,0.026858,0.371528,0.056913,0.236111,0.041074,0.766688,0.017054,0.2467,0.001939,0.146302,0.001685,0.434063,0.053227,0.177427,0.068191,48
0.7,active_viewpoint_reacquisition,3,0.482639,0.056913,0.410342,0.003705,0.276605,0.003764,0.159722,0.045577,0.052083,0.026019,0.069444,0.033458,0.371528,0.062461,0.305556,0.052678,0.768,0.018674,0.247566,0.001544,0.146053,0.001823,0.448587,0.048809,0.179398,0.073412,48
0.7,active_viewpoint_reacquisition,4,0.493056,0.054118,0.40935,0.002937,0.274165,0.003529,0.194444,0.040494,0.083333,0.029179,0.086806,0.029162,0.364583,0.06572,0.246528,0.05053,0.767693,0.018978,0.245414,0.00197,0.146477,0.001898,0.440451,0.046982,0.122016,0.063122,48
0.7,active_viewpoint_reacquisition,5,0.503472,0.052818,0.411259,0.003227,0.276824,0.003191,0.149306,0.03797,0.055556,0.028078,0.104167,0.037196,0.385417,0.05767,0.229167,0.044172,0.770708,0.019207,0.247633,0.001778,0.147245,0.001803,0.43249,0.046213,0.18027,0.075849,48
0.7,active_viewpoint_reacquisition,6,0.513889,0.056575,0.413254,0.003183,0.273715,0.003416,0.114583,0.037866,0.038194,0.024296,0.069444,0.0305,0.336806,0.049106,0.267361,0.056496,0.773957,0.018921,0.246231,0.001854,0.146747,0.001515,0.42234,0.049233,0.244206,0.074265,48
0.7,active_viewpoint_reacquisition,7,0.53125,0.058888,0.412265,0.003281,0.276349,0.003913,0.173611,0.043452,0.076389,0.029111,0.086806,0.036379,0.371528,0.051687,0.256944,0.050501,0.771059,0.017784,0.246967,0.002081,0.147057,0.001301,0.408621,0.051443,0.179195,0.083173,48
0.7,active_viewpoint_reacquisition,8,0.517361,0.050763,0.410393,0.003497,0.276359,0.003726,0.15625,0.049025,0.069444,0.0305,0.100694,0.031875,0.347222,0.054008,0.298611,0.050501,0.77326,0.016777,0.24658,0.002173,0.14782,0.001639,0.419943,0.044312,0.172863,0.069533,48
0.7,active_viewpoint_reacquisition,9,0.510417,0.063338,0.408131,0.003438,0.275878,0.003416,0.111111,0.034158,0.034722,0.021658,0.069444,0.028908,0.378472,0.049346,0.246528,0.051457,0.768063,0.017897,0.246859,0.001594,0.145765,0.001615,0.42383,0.054772,0.247946,0.072133,48
0.7,conformal_goal_validity_filter,0,0.597222,0.05903,0.51298,0.002905,0.402897,0.004027,0.065972,0.028754,0.017361,0.014556,0.055556,0.022462,0.322917,0.049981,0.385417,0.049744,0.709197,0.017945,0.221172,0.002358,0.07371,0.001804,0.349113,0.050902,0.421371,0.064893,48
0.7,conformal_goal_validity_filter,1,0.607639,0.058754,0.515166,0.002516,0.403333,0.004152,0.097222,0.036175,0.020833,0.018518,0.104167,0.037196,0.326389,0.054118,0.357639,0.057533,0.71071,0.017671,0.220622,0.001927,0.073571,0.001777,0.340069,0.050662,0.379281,0.073437,48
0.7,conformal_goal_validity_filter,2,0.572917,0.058282,0.513461,0.00323,0.403783,0.003152,0.107639,0.042939,0.027778,0.017758,0.069444,0.027222,0.364583,0.056427,0.413194,0.059949,0.709651,0.018205,0.220782,0.002457,0.074406,0.001777,0.370885,0.050363,0.352407,0.078455,48
0.7,conformal_goal_validity_filter,3,0.631944,0.055838,0.510521,0.003016,0.404266,0.004669,0.086806,0.033678,0.034722,0.021658,0.083333,0.03767,0.378472,0.058955,0.354167,0.053826,0.706741,0.018032,0.22021,0.001888,0.072095,0.00174,0.319905,0.048589,0.408941,0.062324,48
