stress_level,method,seed,mean_success,ci95_success,mean_goal_validity_f1,ci95_goal_validity_f1,mean_retarget_precision,ci95_retarget_precision,mean_stale_goal_pursuit,ci95_stale_goal_pursuit,mean_unsafe_reach,ci95_unsafe_reach,mean_false_abandonment,ci95_false_abandonment,mean_reappearance_recovery,ci95_reappearance_recovery,mean_substitute_goal_success,ci95_substitute_goal_success,mean_belief_update_latency,ci95_belief_update_latency,mean_intervention_cost,ci95_intervention_cost,mean_ece,ci95_ece,mean_regret,ci95_regret,mean_utility,ci95_utility,groups
0.1,conformal_goal_validity_filter,3,0.597222,0.048469,0.595121,0.003156,0.45218,0.003321,0.038194,0.024296,0.006944,0.009522,0.059028,0.024778,0.392361,0.052818,0.440972,0.059553,0.569107,0.012114,0.218861,0.001868,0.045514,0.001376,0.355033,0.042297,0.469211,0.057343,48
0.1,conformal_goal_validity_filter,4,0.666667,0.060741,0.592904,0.002855,0.453806,0.00334,0.052083,0.024133,0.010417,0.011534,0.052083,0.022086,0.357639,0.048622,0.427083,0.052293,0.572081,0.012245,0.217458,0.001912,0.047838,0.00135,0.294934,0.053863,0.526502,0.066217,48
0.1,conformal_goal_validity_filter,5,0.65625,0.058687,0.5914,0.002491,0.451508,0.003264,0.072917,0.030613,0.020833,0.015759,0.0625,0.028565,0.454861,0.06578,0.430556,0.067269,0.566512,0.011959,0.218142,0.002003,0.047725,0.001331,0.304302,0.052044,0.490707,0.072112,48
0.1,conformal_goal_validity_filter,6,0.638889,0.049912,0.593037,0.003281,0.454526,0.003312,0.076389,0.036339,0.017361,0.017506,0.020833,0.015759,0.319444,0.057405,0.461806,0.049823,0.56732,0.011984,0.218129,0.001795,0.046193,0.001514,0.319168,0.044223,0.496123,0.059801,48
0.1,conformal_goal_validity_filter,7,0.607639,0.057943,0.592858,0.002795,0.452868,0.003829,0.038194,0.020027,0.010417,0.011534,0.0625,0.026858,0.409722,0.060709,0.479167,0.054697,0.568572,0.012411,0.216452,0.001686,0.047301,0.001251,0.346476,0.051123,0.477576,0.061113,48
0.1,conformal_goal_validity_filter,8,0.625,0.061129,0.590238,0.002892,0.452318,0.002965,0.038194,0.020027,0.013889,0.01317,0.055556,0.028078,0.409722,0.056679,0.399306,0.059752,0.569873,0.012325,0.218786,0.002004,0.04808,0.001644,0.331903,0.053961,0.490336,0.066618,48
0.1,conformal_goal_validity_filter,9,0.614583,0.056844,0.593923,0.003046,0.451412,0.003715,0.038194,0.022264,0.024306,0.016817,0.034722,0.019351,0.402778,0.054008,0.378472,0.050295,0.568851,0.012594,0.218139,0.001757,0.04731,0.001523,0.340394,0.049996,0.481992,0.062211,48
0.1,failure_aware_manipulation_policy,0,0.614583,0.052519,0.546316,0.002597,0.467386,0.003147,0.059028,0.026618,0.027778,0.022462,0.041667,0.02281,0.46875,0.047307,0.472222,0.061771,0.597962,0.01182,0.225465,0.001759,0.095343,0.001639,0.340613,0.046337,0.452661,0.060453,48
0.1,failure_aware_manipulation_policy,1,0.697917,0.046296,0.54909,0.003219,0.468048,0.003477,0.048611,0.027439,0.027778,0.024477,0.034722,0.025657,0.357639,0.06451,0.434028,0.058147,0.598999,0.012079,0.226524,0.001943,0.094801,0.001512,0.267048,0.040857,0.538156,0.063105,48
0.1,failure_aware_manipulation_policy,2,0.628472,0.053486,0.544312,0.002862,0.466835,0.003543,0.0625,0.025035,0.013889,0.01317,0.069444,0.033458,0.423611,0.055838,0.493056,0.051429,0.598342,0.012179,0.226011,0.002175,0.094823,0.001437,0.328884,0.047575,0.462075,0.064521,48
0.1,failure_aware_manipulation_policy,3,0.638889,0.061,0.548959,0.003564,0.46557,0.003039,0.034722,0.019351,0.034722,0.019351,0.072917,0.036271,0.333333,0.051467,0.395833,0.046264,0.594465,0.012176,0.225809,0.001931,0.097364,0.001313,0.318679,0.053703,0.46378,0.069607,48
0.1,failure_aware_manipulation_policy,4,0.600694,0.053926,0.547581,0.002715,0.467997,0.003603,0.083333,0.030757,0.020833,0.015759,0.059028,0.026618,0.409722,0.067357,0.423611,0.069432,0.601439,0.012422,0.22537,0.001496,0.096575,0.00141,0.353673,0.048113,0.411723,0.060186,48
0.1,failure_aware_manipulation_policy,5,0.604167,0.0564,0.547541,0.002452,0.465604,0.004374,0.065972,0.028754,0.024306,0.019427,0.055556,0.028078,0.465278,0.066651,0.454861,0.06578,0.593836,0.012301,0.225709,0.001807,0.094531,0.001437,0.34963,0.049559,0.433216,0.066424,48
0.1,failure_aware_manipulation_policy,6,0.625,0.051925,0.547109,0.00355,0.467059,0.004141,0.055556,0.024477,0.024306,0.016817,0.034722,0.021658,0.395833,0.048266,0.444444,0.055306,0.597131,0.012629,0.225442,0.002033,0.096854,0.001589,0.331309,0.046204,0.471902,0.06424,48
0.1,failure_aware_manipulation_policy,7,0.638889,0.057815,0.54731,0.002883,0.463155,0.004335,0.055556,0.028078,0.020833,0.018518,0.041667,0.02281,0.413194,0.068077,0.413194,0.055012,0.59744,0.011826,0.226541,0.001708,0.096282,0.001637,0.318845,0.050838,0.479831,0.060301,48
0.1,failure_aware_manipulation_policy,8,0.645833,0.058053,0.546817,0.003631,0.466171,0.003828,0.052083,0.027778,0.020833,0.015759,0.055556,0.029715,0.434028,0.057327,0.399306,0.059752,0.600661,0.011672,0.223353,0.001846,0.096652,0.001243,0.313621,0.051283,0.483147,0.064818,48
0.1,failure_aware_manipulation_policy,9,0.659722,0.056679,0.549497,0.00308,0.46684,0.003392,0.045139,0.02525,0.041667,0.02281,0.034722,0.021658,0.361111,0.063284,0.427083,0.057465,0.600032,0.012491,0.226568,0.002308,0.096705,0.001589,0.300523,0.049763,0.492531,0.065234,48
0.1,goal_retargeting_heuristic,0,0.552083,0.06008,0.461041,0.003262,0.473541,0.003002,0.072917,0.030613,0.038194,0.022264,0.076389,0.032198,0.357639,0.060733,0.40625,0.062964,0.6654,0.010826,0.218434,0.001948,0.113778,0.001277,0.396043,0.052879,0.336242,0.069369,48
0.1,goal_retargeting_heuristic,1,0.635417,0.053853,0.461364,0.003517,0.475065,0.003509,0.052083,0.024133,0.027778,0.020247,0.072917,0.032121,0.350694,0.055226,0.461806,0.059354,0.671649,0.011513,0.218848,0.002213,0.114745,0.001351,0.322956,0.047684,0.446248,0.058875,48
0.1,goal_retargeting_heuristic,2,0.614583,0.052519,0.460023,0.003079,0.471895,0.003287,0.0625,0.028565,0.020833,0.015759,0.072917,0.027349,0.340278,0.054985,0.444444,0.049912,0.66888,0.012715,0.21943,0.001891,0.114609,0.001445,0.341539,0.046729,0.423917,0.06082,48
0.1,goal_retargeting_heuristic,3,0.559028,0.057943,0.460251,0.003134,0.470507,0.003218,0.045139,0.02525,0.027778,0.017758,0.069444,0.028908,0.333333,0.055021,0.430556,0.064395,0.670645,0.012335,0.218303,0.001984,0.115129,0.001631,0.390647,0.051949,0.376672,0.063066,48
0.1,goal_retargeting_heuristic,4,0.65625,0.057875,0.460663,0.003869,0.471818,0.003731,0.069444,0.0305,0.041667,0.02281,0.059028,0.029962,0.354167,0.058863,0.413194,0.062271,0.668992,0.012461,0.221743,0.00211,0.114593,0.001303,0.304278,0.051417,0.44575,0.066338,48
0.1,goal_retargeting_heuristic,5,0.604167,0.058053,0.461904,0.003987,0.472248,0.003143,0.076389,0.032198,0.034722,0.019351,0.090278,0.045577,0.371528,0.050763,0.409722,0.070781,0.66571,0.012226,0.219108,0.001773,0.113606,0.001163,0.349739,0.051021,0.386595,0.075504,48
0.1,goal_retargeting_heuristic,6,0.642361,0.059949,0.461025,0.003133,0.472935,0.003166,0.09375,0.038791,0.027778,0.020247,0.104167,0.035902,0.329861,0.05006,0.454861,0.061314,0.668598,0.013578,0.219716,0.00224,0.114115,0.001375,0.315421,0.052642,0.408493,0.072449,48
0.1,goal_retargeting_heuristic,7,0.659722,0.062247,0.460327,0.002377,0.468914,0.003144,0.045139,0.023302,0.034722,0.019351,0.090278,0.033635,0.357639,0.053264,0.427083,0.059883,0.667995,0.013278,0.217455,0.001756,0.113819,0.001408,0.300411,0.054917,0.462943,0.074934,48
0.1,goal_retargeting_heuristic,8,0.611111,0.047979,0.462698,0.002516,0.472099,0.00388,0.072917,0.030613,0.024306,0.016817,0.038194,0.020027,0.305556,0.045965,0.4375,0.060448,0.668875,0.012904,0.21819,0.001717,0.114366,0.001694,0.344916,0.042518,0.428796,0.057776,48
0.1,goal_retargeting_heuristic,9,0.590278,0.057508,0.459482,0.002987,0.473125,0.00326,0.059028,0.026618,0.038194,0.020027,0.069444,0.032013,0.34375,0.051839,0.444444,0.053569,0.67155,0.011734,0.218855,0.001748,0.114372,0.00141,0.362561,0.05104,0.385587,0.06151,48
0.1,learned_goal_state_classifier,0,0.680556,0.057405,0.614875,0.002922,0.475876,0.003017,0.076389,0.032198,0.017361,0.014556,0.055556,0.029715,0.378472,0.054796,0.413194,0.066673,0.554696,0.011673,0.214687,0.001896,0.078735,0.001655,0.282255,0.050483,0.509527,0.066039,48
0.1,learned_goal_state_classifier,1,0.642361,0.055012,0.61121,0.003312,0.474543,0.003645,0.065972,0.028754,0.010417,0.011534,0.09375,0.036271,0.388889,0.055306,0.461806,0.064693,0.553495,0.013944,0.213833,0.001782,0.077209,0.001407,0.316336,0.048496,0.46677,0.062254,48
0.1,learned_goal_state_classifier,2,0.659722,0.061483,0.614153,0.003262,0.47472,0.003393,0.038194,0.020027,0.027778,0.017758,0.052083,0.026019,0.402778,0.057405,0.475694,0.062271,0.549246,0.013704,0.215549,0.001654,0.078596,0.001515,0.300891,0.054213,0.512716,0.078168,48
0.1,learned_goal_state_classifier,3,0.677083,0.050918,0.615254,0.003109,0.475508,0.003,0.072917,0.030613,0.027778,0.020247,0.065972,0.02525,0.378472,0.058955,0.409722,0.058324,0.553948,0.011772,0.21303,0.0019,0.077584,0.001371,0.285057,0.044697,0.491799,0.062422,48
0.1,learned_goal_state_classifier,4,0.649306,0.056913,0.61355,0.003143,0.473564,0.004154,0.027778,0.017758,0.024306,0.021726,0.048611,0.025657,0.413194,0.05835,0.4375,0.058053,0.549549,0.012059,0.21451,0.002038,0.07797,0.001577,0.310022,0.04999,0.514215,0.05589,48
0.1,learned_goal_state_classifier,5,0.673611,0.049555,0.614958,0.002984,0.470848,0.003033,0.065972,0.031875,0.027778,0.020247,0.052083,0.024133,0.461806,0.051687,0.444444,0.065488,0.553276,0.012602,0.21448,0.001824,0.078026,0.0014,0.288484,0.043841,0.507725,0.06473,48
0.1,learned_goal_state_classifier,6,0.638889,0.056155,0.612662,0.002888,0.4746,0.002692,0.065972,0.027059,0.03125,0.020988,0.055556,0.024477,0.461806,0.056913,0.434028,0.060538,0.550802,0.012868,0.213879,0.001877,0.07757,0.001571,0.318359,0.049471,0.46832,0.059449,48
0.1,learned_goal_state_classifier,7,0.694444,0.044924,0.611466,0.00254,0.474333,0.003101,0.045139,0.02525,0.024306,0.019427,0.024306,0.016817,0.420139,0.055865,0.430556,0.057405,0.551143,0.012698,0.213559,0.0018,0.076867,0.001385,0.270257,0.039909,0.560351,0.055645,48
0.1,learned_goal_state_classifier,8,0.607639,0.058754,0.612163,0.002663,0.476381,0.00307,0.065972,0.027059,0.017361,0.014556,0.048611,0.025657,0.402778,0.059826,0.392361,0.052818,0.551986,0.012134,0.213627,0.002009,0.077037,0.001463,0.348276,0.052131,0.449577,0.073489,48
0.1,learned_goal_state_classifier,9,0.652778,0.062152,0.612141,0.002929,0.478625,0.00374,0.03125,0.018598,0.024306,0.016817,0.055556,0.026339,0.420139,0.056705,0.423611,0.050501,0.550426,0.012902,0.215897,0.002046,0.078506,0.001667,0.306866,0.055014,0.511097,0.064469,48
0.1,oracle_goal_state_supervisor,0,0.888889,0.036823,0.851827,0.002958,0.696158,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.704861,0.045868,0.645833,0.04523,0.353805,0.011402,0.274361,0.002105,0.001547,0.000303,0.0,0.0,0.859248,0.037507,48
0.1,oracle_goal_state_supervisor,1,0.899306,0.037342,0.855601,0.00265,0.701797,0.003315,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.06035,0.670139,0.040676,0.355823,0.011862,0.275096,0.001992,0.001797,0.000304,0.0,0.0,0.86574,0.03632,48
0.1,oracle_goal_state_supervisor,2,0.881944,0.033635,0.85573,0.003116,0.700731,0.003126,0.0,0.0,0.0,0.0,0.0,0.0,0.631944,0.055838,0.659722,0.059924,0.350441,0.012293,0.275488,0.001902,0.001646,0.00029,0.0,0.0,0.848827,0.033498,48
0.1,oracle_goal_state_supervisor,3,0.888889,0.036823,0.85506,0.003313,0.697716,0.002802,0.0,0.0,0.0,0.0,0.0,0.0,0.607639,0.051915,0.715278,0.054985,0.353794,0.011715,0.275519,0.001958,0.001801,0.000504,0.0,0.0,0.856471,0.037054,48
0.1,oracle_goal_state_supervisor,4,0.833333,0.047649,0.853535,0.003136,0.702159,0.002699,0.0,0.0,0.0,0.0,0.0,0.0,0.635417,0.054724,0.666667,0.062279,0.359076,0.011751,0.275583,0.001651,0.001927,0.000367,0.0,0.0,0.800195,0.048042,48
0.1,oracle_goal_state_supervisor,5,0.913194,0.037657,0.856329,0.003026,0.701715,0.003434,0.0,0.0,0.0,0.0,0.0,0.0,0.631944,0.057508,0.649306,0.047886,0.357062,0.012898,0.276916,0.001915,0.001579,0.000267,0.0,0.0,0.878637,0.037285,48
0.1,oracle_goal_state_supervisor,6,0.868056,0.036339,0.85258,0.003124,0.702955,0.003592,0.0,0.0,0.0,0.0,0.0,0.0,0.659722,0.045577,0.600694,0.060538,0.353143,0.011378,0.276527,0.001484,0.001718,0.000353,0.0,0.0,0.833727,0.036235,48
0.1,oracle_goal_state_supervisor,7,0.899306,0.036053,0.855846,0.00297,0.700266,0.002833,0.0,0.0,0.0,0.0,0.0,0.0,0.65625,0.052744,0.645833,0.048266,0.352434,0.012621,0.276297,0.001645,0.001728,0.00024,0.0,0.0,0.866747,0.035725,48
0.1,oracle_goal_state_supervisor,8,0.888889,0.036823,0.85347,0.003045,0.699267,0.002704,0.0,0.0,0.0,0.0,0.0,0.0,0.652778,0.051314,0.652778,0.059826,0.355555,0.012458,0.274112,0.001646,0.001602,0.000271,0.0,0.0,0.856524,0.037263,48
0.1,oracle_goal_state_supervisor,9,0.909722,0.033635,0.853652,0.003168,0.700345,0.003617,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.055449,0.666667,0.056714,0.35459,0.013225,0.275188,0.001954,0.00192,0.00035,0.0,0.0,0.87609,0.034532,48
0.1,pomdp_belief_planner,0,0.579861,0.063772,0.551039,0.003196,0.415643,0.003113,0.065972,0.027059,0.017361,0.014556,0.052083,0.024133,0.368056,0.050501,0.434028,0.049346,0.595465,0.012713,0.225264,0.001925,0.099562,0.001221,0.371336,0.056135,0.408075,0.074192,48
0.1,pomdp_belief_planner,1,0.635417,0.064265,0.550873,0.003366,0.418756,0.004122,0.083333,0.02751,0.034722,0.025657,0.090278,0.037618,0.371528,0.043757,0.399306,0.043213,0.593036,0.012143,0.225498,0.002016,0.101018,0.001654,0.322339,0.056617,0.410093,0.079026,48
0.1,pomdp_belief_planner,2,0.604167,0.048266,0.54897,0.003666,0.418056,0.00347,0.065972,0.02525,0.027778,0.020247,0.045139,0.028754,0.409722,0.062247,0.375,0.049116,0.590301,0.012119,0.22627,0.001987,0.099866,0.001548,0.350395,0.042809,0.426599,0.054178,48
0.1,pomdp_belief_planner,3,0.618056,0.054118,0.550575,0.003193,0.418071,0.003889,0.09375,0.036271,0.034722,0.019351,0.055556,0.026339,0.416667,0.056714,0.381944,0.064487,0.591095,0.012765,0.222799,0.002201,0.099633,0.001365,0.337771,0.048012,0.412606,0.070763,48
0.1,pomdp_belief_planner,4,0.631944,0.049555,0.552754,0.002727,0.41981,0.003207,0.0625,0.026858,0.034722,0.019351,0.059028,0.024778,0.402778,0.059826,0.399306,0.046381,0.590306,0.012379,0.224719,0.002106,0.098791,0.001565,0.325265,0.043795,0.444477,0.058998,48
0.1,pomdp_belief_planner,5,0.579861,0.054145,0.552858,0.003315,0.416813,0.003778,0.072917,0.029027,0.024306,0.016817,0.059028,0.026618,0.402778,0.053125,0.378472,0.058955,0.592963,0.013233,0.225504,0.001983,0.099191,0.001344,0.37157,0.047865,0.393744,0.0669,48
0.1,pomdp_belief_planner,6,0.614583,0.060863,0.550758,0.002575,0.417073,0.003897,0.069444,0.028908,0.024306,0.016817,0.076389,0.033635,0.430556,0.052227,0.350694,0.060146,0.588742,0.011597,0.225368,0.001859,0.098669,0.001408,0.339554,0.053281,0.423077,0.080475,48
0.1,pomdp_belief_planner,7,0.583333,0.071474,0.553506,0.002858,0.419661,0.004191,0.097222,0.03746,0.027778,0.017758,0.059028,0.026618,0.416667,0.053273,0.340278,0.05234,0.592579,0.012556,0.225009,0.001522,0.099629,0.001765,0.368436,0.063456,0.374087,0.075427,48
0.1,pomdp_belief_planner,8,0.638889,0.049912,0.554671,0.003469,0.418605,0.003479,0.086806,0.030741,0.041667,0.02281,0.052083,0.027778,0.392361,0.049106,0.333333,0.065967,0.59409,0.012241,0.223807,0.001581,0.098951,0.001736,0.320081,0.044084,0.425762,0.065426,48
0.1,pomdp_belief_planner,9,0.666667,0.055021,0.552653,0.003469,0.417296,0.003746,0.048611,0.029111,0.020833,0.015759,0.069444,0.028908,0.493056,0.057508,0.395833,0.0564,0.592726,0.012257,0.224872,0.002064,0.099197,0.001278,0.295139,0.048963,0.499829,0.061398,48
0.1,risk_budgeted_goal_recovery,0,0.715278,0.053236,0.601411,0.002792,0.493573,0.003286,0.024306,0.016817,0.013889,0.01317,0.027778,0.020247,0.489583,0.062587,0.475694,0.059949,0.565121,0.012461,0.241551,0.001961,0.057814,0.001513,0.251335,0.046608,0.607717,0.058591,48
0.1,risk_budgeted_goal_recovery,1,0.704861,0.052594,0.597361,0.003506,0.495517,0.003714,0.034722,0.021658,0.006944,0.009522,0.052083,0.026019,0.447917,0.06008,0.4375,0.055555,0.55866,0.01224,0.245085,0.001741,0.058568,0.001257,0.260859,0.046465,0.579257,0.05388,48
0.1,risk_budgeted_goal_recovery,2,0.690972,0.054145,0.599829,0.003607,0.491446,0.003761,0.034722,0.019351,0.006944,0.009522,0.052083,0.026019,0.392361,0.053706,0.40625,0.05319,0.558899,0.012524,0.243998,0.001848,0.058271,0.001519,0.2739,0.048142,0.558042,0.060257,48
0.1,risk_budgeted_goal_recovery,3,0.708333,0.04715,0.59984,0.002757,0.493922,0.003135,0.048611,0.025657,0.013889,0.01317,0.034722,0.021658,0.4375,0.050187,0.458333,0.06415,0.555854,0.012319,0.243529,0.001967,0.057315,0.001355,0.257686,0.041568,0.577552,0.054449,48
0.1,risk_budgeted_goal_recovery,4,0.71875,0.056844,0.599285,0.002414,0.490471,0.003666,0.048611,0.023742,0.006944,0.009522,0.041667,0.02281,0.465278,0.061483,0.496528,0.050996,0.560103,0.012158,0.243483,0.001534,0.05725,0.001622,0.24838,0.050054,0.590988,0.062518,48
0.1,risk_budgeted_goal_recovery,5,0.722222,0.046983,0.597305,0.002943,0.490533,0.00319,0.03125,0.020988,0.017361,0.017506,0.03125,0.018598,0.409722,0.055838,0.465278,0.058324,0.558026,0.012042,0.243692,0.001926,0.058234,0.001449,0.24569,0.041705,0.598078,0.050291,48
0.1,risk_budgeted_goal_recovery,6,0.659722,0.072758,0.598376,0.003389,0.493715,0.003473,0.045139,0.021175,0.006944,0.009522,0.0625,0.025035,0.427083,0.057465,0.517361,0.060146,0.560646,0.01233,0.24387,0.001831,0.05853,0.00134,0.299965,0.064007,0.52181,0.075105,48
0.1,risk_budgeted_goal_recovery,7,0.704861,0.053486,0.596881,0.003664,0.49588,0.002779,0.027778,0.017758,0.006944,0.009522,0.055556,0.026339,0.4375,0.063501,0.475694,0.061507,0.557762,0.011555,0.244256,0.001667,0.057907,0.001462,0.260831,0.04739,0.581037,0.056142,48
0.1,risk_budgeted_goal_recovery,8,0.652778,0.054008,0.59716,0.0028,0.492888,0.003735,0.048611,0.027439,0.010417,0.015088,0.038194,0.022264,0.423611,0.05913,0.454861,0.063587,0.557313,0.011936,0.242139,0.001978,0.05763,0.001136,0.307368,0.047608,0.520193,0.068505,48
0.1,risk_budgeted_goal_recovery,9,0.628472,0.059354,0.600603,0.003484,0.494629,0.003425,0.052083,0.027778,0.006944,0.009522,0.034722,0.023742,0.416667,0.060741,0.434028,0.066496,0.558071,0.011802,0.242824,0.001936,0.057322,0.001455,0.328142,0.052119,0.497979,0.071741,48
0.1,risk_calibrated_goal_belief_revision_v5,0,0.815972,0.046888,0.790005,0.003325,0.643226,0.003604,0.0,0.0,0.0,0.0,0.0,0.0,0.600694,0.056496,0.638889,0.058628,0.406672,0.011303,0.272138,0.002009,0.010271,0.001389,0.16244,0.041245,0.777642,0.047053,48
0.1,risk_calibrated_goal_belief_revision_v5,1,0.809028,0.046635,0.788417,0.003258,0.647788,0.00372,0.0,0.0,0.0,0.0,0.0,0.0,0.583333,0.057542,0.638889,0.056155,0.405752,0.011991,0.273053,0.001805,0.010643,0.001165,0.168895,0.041225,0.769551,0.046813,48
0.1,risk_calibrated_goal_belief_revision_v5,2,0.802083,0.045263,0.7896,0.003086,0.646654,0.003004,0.003472,0.006806,0.0,0.0,0.0,0.0,0.583333,0.053273,0.565972,0.051227,0.402295,0.010822,0.271366,0.001779,0.010045,0.00147,0.175085,0.039894,0.757836,0.045344,48
0.1,risk_calibrated_goal_belief_revision_v5,3,0.802083,0.039695,0.788988,0.002287,0.644931,0.003145,0.003472,0.006806,0.0,0.0,0.003472,0.006806,0.614583,0.06008,0.572917,0.056636,0.407339,0.011887,0.274171,0.002001,0.010375,0.001422,0.175208,0.035375,0.75676,0.039853,48
0.1,risk_calibrated_goal_belief_revision_v5,4,0.826389,0.043452,0.789558,0.002821,0.646176,0.003506,0.003472,0.006806,0.0,0.0,0.003472,0.006806,0.548611,0.056679,0.631944,0.050501,0.406331,0.012282,0.273476,0.002168,0.010499,0.001589,0.152952,0.038001,0.780118,0.042744,48
0.1,risk_calibrated_goal_belief_revision_v5,5,0.78125,0.048784,0.787245,0.002782,0.645099,0.003726,0.0,0.0,0.003472,0.006806,0.003472,0.006806,0.604167,0.050187,0.579861,0.063772,0.405936,0.011962,0.271575,0.001547,0.009926,0.001406,0.193602,0.043164,0.735092,0.049421,48
0.1,risk_calibrated_goal_belief_revision_v5,6,0.784722,0.046604,0.790618,0.002511,0.641895,0.00364,0.0,0.0,0.0,0.0,0.0,0.0,0.611111,0.061,0.607639,0.060342,0.401724,0.012973,0.27228,0.001739,0.010707,0.001692,0.19051,0.041414,0.74566,0.046946,48
0.1,risk_calibrated_goal_belief_revision_v5,7,0.791667,0.048143,0.789066,0.003002,0.645116,0.003033,0.006944,0.009522,0.0,0.0,0.003472,0.006806,0.559028,0.053706,0.538194,0.061699,0.406796,0.012263,0.271918,0.001787,0.01034,0.001457,0.18366,0.042485,0.739522,0.049013,48
0.1,risk_calibrated_goal_belief_revision_v5,8,0.815972,0.048864,0.790769,0.002995,0.646164,0.003393,0.003472,0.006806,0.0,0.0,0.0,0.0,0.586806,0.053264,0.586806,0.066673,0.404158,0.012292,0.272323,0.001555,0.010286,0.001231,0.163067,0.043232,0.772159,0.049547,48
