split,task,regime,method,seed,episodes,success,goal_validity_f1,retarget_precision,stale_goal_pursuit,unsafe_reach,false_abandonment,reappearance_recovery,substitute_goal_success,belief_update_latency,intervention_cost,ece,regret,utility
nominal,shelf_retrieval,visual_occlusion,risk_calibrated_goal_belief_revision_v5,0,6,0.5,0.818818,0.646795,0.0,0.0,0.0,0.666667,0.5,0.336701,0.274971,0.00399,0.445585,0.464202
nominal,shelf_retrieval,visual_occlusion,oracle_goal_state_supervisor,0,6,0.833333,0.849549,0.726887,0.0,0.0,0.0,0.833333,0.833333,0.302277,0.277446,0.000357,0.0,0.818564
nominal,shelf_retrieval,visual_occlusion,last_seen_goal_pursuit,1,6,0.833333,0.256186,0.185858,0.0,0.166667,0.166667,0.166667,0.333333,0.832097,0.126224,0.191904,0.150054,0.460809
nominal,shelf_retrieval,visual_occlusion,memory_only_belief_tracking,1,6,1.0,0.386302,0.261339,0.0,0.0,0.166667,0.666667,0.166667,0.689886,0.136512,0.163276,0.0,0.842798
nominal,shelf_retrieval,visual_occlusion,uncertainty_halt,1,6,0.833333,0.419654,0.311836,0.166667,0.0,0.0,0.5,0.166667,0.667648,0.214486,0.128401,0.150054,0.627357
nominal,shelf_retrieval,visual_occlusion,active_viewpoint_reacquisition,1,6,1.0,0.488469,0.333976,0.0,0.0,0.166667,0.166667,0.0,0.578488,0.249866,0.11707,0.0,0.784527
nominal,shelf_retrieval,visual_occlusion,pomdp_belief_planner,1,6,0.5,0.581836,0.437857,0.0,0.166667,0.0,0.666667,0.166667,0.554403,0.225424,0.095957,0.450162,0.276226
nominal,shelf_retrieval,visual_occlusion,goal_retargeting_heuristic,1,6,0.833333,0.47795,0.476629,0.0,0.0,0.0,0.333333,0.5,0.635325,0.219547,0.109352,0.150054,0.755812
nominal,shelf_retrieval,visual_occlusion,failure_aware_manipulation_policy,1,6,0.333333,0.577368,0.489232,0.0,0.166667,0.0,0.5,0.666667,0.536517,0.231547,0.097491,0.600217,0.113046
nominal,shelf_retrieval,visual_occlusion,robust_mpc_replan,1,6,0.5,0.52199,0.471753,0.0,0.0,0.0,0.0,0.666667,0.587881,0.242482,0.092893,0.450162,0.407425
nominal,shelf_retrieval,visual_occlusion,conformal_goal_validity_filter,1,6,1.0,0.609064,0.478942,0.0,0.0,0.0,0.333333,0.333333,0.548856,0.230004,0.049124,0.0,0.928812
nominal,shelf_retrieval,visual_occlusion,learned_goal_state_classifier,1,6,0.5,0.616394,0.508458,0.166667,0.0,0.166667,0.333333,0.666667,0.532559,0.211289,0.08296,0.450162,0.226697
nominal,shelf_retrieval,visual_occlusion,active_subgoal_probe_policy,1,6,0.833333,0.624708,0.485717,0.0,0.0,0.0,0.666667,0.666667,0.497408,0.271135,0.08689,0.150054,0.78134
nominal,shelf_retrieval,visual_occlusion,risk_budgeted_goal_recovery,1,6,1.0,0.629842,0.492428,0.0,0.0,0.166667,0.833333,0.333333,0.498458,0.245798,0.049043,0.0,0.86256
nominal,shelf_retrieval,visual_occlusion,proposed_disappearing_goal_belief_revision_v4,1,6,0.833333,0.718275,0.59325,0.0,0.0,0.0,0.666667,0.333333,0.402987,0.237481,0.049422,0.150054,0.786162
nominal,shelf_retrieval,visual_occlusion,risk_calibrated_goal_belief_revision_v5,1,6,0.833333,0.805574,0.648078,0.0,0.0,0.0,0.333333,0.666667,0.359638,0.27117,0.010192,0.150054,0.782059
nominal,shelf_retrieval,visual_occlusion,oracle_goal_state_supervisor,1,6,1.0,0.880463,0.700356,0.0,0.0,0.0,0.833333,0.666667,0.327748,0.282499,0.001468,0.0,0.978354
nominal,shelf_retrieval,visual_occlusion,last_seen_goal_pursuit,2,6,0.333333,0.241886,0.170412,0.0,0.166667,0.166667,0.333333,0.0,0.815867,0.143572,0.191785,0.589124,-0.013501
nominal,shelf_retrieval,visual_occlusion,memory_only_belief_tracking,2,6,0.5,0.385711,0.263409,0.166667,0.0,0.166667,0.166667,0.5,0.679529,0.155849,0.150793,0.441843,0.202761
nominal,shelf_retrieval,visual_occlusion,uncertainty_halt,2,6,0.666667,0.433401,0.323977,0.0,0.0,0.0,0.5,0.333333,0.664204,0.210587,0.124851,0.294562,0.590313
nominal,shelf_retrieval,visual_occlusion,active_viewpoint_reacquisition,2,6,1.0,0.523176,0.332093,0.0,0.0,0.0,0.333333,0.166667,0.594633,0.238017,0.113184,0.0,0.903129
nominal,shelf_retrieval,visual_occlusion,pomdp_belief_planner,2,6,0.666667,0.560271,0.428504,0.0,0.0,0.0,0.5,0.666667,0.548579,0.227117,0.088049,0.294562,0.614232
nominal,shelf_retrieval,visual_occlusion,goal_retargeting_heuristic,2,6,0.666667,0.469616,0.495386,0.166667,0.0,0.166667,0.0,0.166667,0.635106,0.21959,0.103988,0.294562,0.33699
nominal,shelf_retrieval,visual_occlusion,failure_aware_manipulation_policy,2,6,0.5,0.567989,0.470796,0.0,0.0,0.0,0.166667,0.5,0.533991,0.221629,0.085751,0.441843,0.42128
nominal,shelf_retrieval,visual_occlusion,robust_mpc_replan,2,6,0.666667,0.528449,0.479808,0.0,0.0,0.0,0.333333,0.5,0.606521,0.233613,0.091624,0.294562,0.590266
nominal,shelf_retrieval,visual_occlusion,conformal_goal_validity_filter,2,6,0.166667,0.61896,0.46542,0.0,0.0,0.0,0.833333,0.5,0.534064,0.211327,0.043466,0.736406,0.14367
nominal,shelf_retrieval,visual_occlusion,learned_goal_state_classifier,2,6,0.833333,0.622412,0.498347,0.166667,0.0,0.0,0.5,0.5,0.508303,0.218267,0.073849,0.147281,0.660335
nominal,shelf_retrieval,visual_occlusion,active_subgoal_probe_policy,2,6,0.166667,0.61175,0.474914,0.0,0.0,0.0,0.666667,0.333333,0.510606,0.268182,0.079241,0.736406,0.101582
nominal,shelf_retrieval,visual_occlusion,risk_budgeted_goal_recovery,2,6,0.833333,0.604577,0.502669,0.0,0.0,0.0,0.5,0.666667,0.506745,0.245055,0.056069,0.147281,0.784464
nominal,shelf_retrieval,visual_occlusion,proposed_disappearing_goal_belief_revision_v4,2,6,0.833333,0.737893,0.589822,0.0,0.0,0.166667,0.666667,0.5,0.427365,0.246776,0.047163,0.147281,0.694768
nominal,shelf_retrieval,visual_occlusion,risk_calibrated_goal_belief_revision_v5,2,6,0.666667,0.801463,0.669979,0.0,0.0,0.0,0.5,0.333333,0.345679,0.269907,0.015007,0.294562,0.612609
nominal,shelf_retrieval,visual_occlusion,oracle_goal_state_supervisor,2,6,1.0,0.880365,0.759233,0.0,0.0,0.0,0.666667,0.666667,0.314228,0.278838,0.00143,0.0,0.969704
nominal,shelf_retrieval,visual_occlusion,last_seen_goal_pursuit,3,6,0.166667,0.227146,0.195502,0.166667,0.333333,0.166667,0.0,0.333333,0.802582,0.135535,0.186387,0.758515,-0.457966
nominal,shelf_retrieval,visual_occlusion,memory_only_belief_tracking,3,6,0.833333,0.380596,0.277704,0.166667,0.333333,0.166667,0.666667,0.333333,0.682274,0.141922,0.16091,0.151703,0.202909
nominal,shelf_retrieval,visual_occlusion,uncertainty_halt,3,6,0.833333,0.436397,0.308502,0.0,0.0,0.333333,0.333333,0.666667,0.664182,0.200089,0.120184,0.151703,0.57199
nominal,shelf_retrieval,visual_occlusion,active_viewpoint_reacquisition,3,6,0.666667,0.520277,0.343202,0.0,0.0,0.0,0.833333,0.5,0.590897,0.243801,0.116518,0.303406,0.615014
nominal,shelf_retrieval,visual_occlusion,pomdp_belief_planner,3,6,0.666667,0.568247,0.425433,0.0,0.0,0.166667,0.333333,0.5,0.544723,0.220854,0.104006,0.303406,0.497793
nominal,shelf_retrieval,visual_occlusion,goal_retargeting_heuristic,3,6,0.666667,0.481111,0.49279,0.0,0.0,0.0,0.333333,0.166667,0.625811,0.209574,0.114634,0.303406,0.576451
nominal,shelf_retrieval,visual_occlusion,failure_aware_manipulation_policy,3,6,0.5,0.583673,0.498305,0.0,0.0,0.333333,0.333333,0.666667,0.553461,0.244272,0.100005,0.455109,0.235377
nominal,shelf_retrieval,visual_occlusion,robust_mpc_replan,3,6,1.0,0.528781,0.466414,0.0,0.0,0.166667,0.166667,0.333333,0.566308,0.233237,0.093634,0.0,0.810281
nominal,shelf_retrieval,visual_occlusion,conformal_goal_validity_filter,3,6,0.666667,0.625067,0.455236,0.0,0.0,0.166667,0.333333,0.166667,0.532097,0.22108,0.042896,0.303406,0.496801
nominal,shelf_retrieval,visual_occlusion,learned_goal_state_classifier,3,6,0.833333,0.636419,0.494102,0.0,0.0,0.0,0.333333,0.333333,0.489243,0.217557,0.075517,0.151703,0.763184
nominal,shelf_retrieval,visual_occlusion,active_subgoal_probe_policy,3,6,0.666667,0.614481,0.480966,0.166667,0.166667,0.333333,0.333333,0.5,0.484909,0.252858,0.088128,0.303406,0.131388
nominal,shelf_retrieval,visual_occlusion,risk_budgeted_goal_recovery,3,6,0.666667,0.617816,0.494244,0.0,0.0,0.166667,0.333333,1.0,0.537946,0.257478,0.054737,0.303406,0.520484
nominal,shelf_retrieval,visual_occlusion,proposed_disappearing_goal_belief_revision_v4,3,6,0.666667,0.738864,0.58781,0.0,0.0,0.0,0.5,0.5,0.433787,0.240178,0.058788,0.303406,0.614111
nominal,shelf_retrieval,visual_occlusion,risk_calibrated_goal_belief_revision_v5,3,6,0.5,0.810293,0.676105,0.0,0.0,0.0,0.666667,0.833333,0.364142,0.268527,0.005854,0.455109,0.477724
nominal,shelf_retrieval,visual_occlusion,oracle_goal_state_supervisor,3,6,1.0,0.880072,0.744568,0.0,0.0,0.0,1.0,0.833333,0.305259,0.273265,0.001347,0.0,0.994195
nominal,shelf_retrieval,visual_occlusion,last_seen_goal_pursuit,4,6,0.333333,0.22102,0.184702,0.0,0.0,0.166667,0.333333,0.5,0.798919,0.137968,0.192792,0.591815,0.157083
nominal,shelf_retrieval,visual_occlusion,memory_only_belief_tracking,4,6,0.5,0.377175,0.273139,0.166667,0.0,0.333333,0.5,0.333333,0.683979,0.156375,0.156266,0.443861,0.118677
nominal,shelf_retrieval,visual_occlusion,uncertainty_halt,4,6,0.333333,0.418715,0.288992,0.0,0.0,0.0,0.166667,0.166667,0.670243,0.199112,0.12117,0.591815,0.231764
nominal,shelf_retrieval,visual_occlusion,active_viewpoint_reacquisition,4,6,0.666667,0.505226,0.346801,0.0,0.0,0.166667,0.166667,0.333333,0.596184,0.250023,0.120471,0.295907,0.464514
nominal,shelf_retrieval,visual_occlusion,pomdp_belief_planner,4,6,0.833333,0.549982,0.413325,0.0,0.0,0.0,0.166667,0.833333,0.57229,0.220227,0.099021,0.147954,0.765199
nominal,shelf_retrieval,visual_occlusion,goal_retargeting_heuristic,4,6,0.666667,0.484113,0.478069,0.0,0.0,0.0,0.333333,0.333333,0.637514,0.211703,0.115635,0.295907,0.582507
nominal,shelf_retrieval,visual_occlusion,failure_aware_manipulation_policy,4,6,0.5,0.562959,0.471848,0.0,0.0,0.0,0.333333,0.333333,0.577997,0.238801,0.095858,0.443861,0.415038
nominal,shelf_retrieval,visual_occlusion,robust_mpc_replan,4,6,0.833333,0.553782,0.488435,0.166667,0.0,0.166667,0.5,0.666667,0.597269,0.234143,0.08583,0.147954,0.560178
nominal,shelf_retrieval,visual_occlusion,conformal_goal_validity_filter,4,6,0.833333,0.617825,0.462805,0.0,0.0,0.0,0.833333,0.333333,0.530387,0.219842,0.046247,0.147954,0.799854
nominal,shelf_retrieval,visual_occlusion,learned_goal_state_classifier,4,6,0.5,0.625786,0.512112,0.0,0.0,0.0,0.5,0.166667,0.522697,0.210452,0.075263,0.443861,0.434172
nominal,shelf_retrieval,visual_occlusion,active_subgoal_probe_policy,4,6,0.833333,0.622332,0.464727,0.0,0.0,0.0,0.333333,0.5,0.515553,0.27918,0.085436,0.147954,0.749172
nominal,shelf_retrieval,visual_occlusion,risk_budgeted_goal_recovery,4,6,0.833333,0.599035,0.50818,0.166667,0.0,0.166667,0.333333,0.333333,0.531773,0.25322,0.052311,0.147954,0.53927
nominal,shelf_retrieval,visual_occlusion,proposed_disappearing_goal_belief_revision_v4,4,6,0.666667,0.70644,0.590392,0.166667,0.0,0.0,0.333333,0.666667,0.426574,0.263002,0.057313,0.295907,0.485495
nominal,shelf_retrieval,visual_occlusion,risk_calibrated_goal_belief_revision_v5,4,6,1.0,0.785365,0.658097,0.0,0.0,0.0,0.833333,0.5,0.35289,0.263658,0.003922,0.0,0.974583
nominal,shelf_retrieval,visual_occlusion,oracle_goal_state_supervisor,4,6,0.833333,0.872024,0.698765,0.0,0.0,0.0,0.833333,0.833333,0.313997,0.274233,0.000914,0.0,0.820433
nominal,shelf_retrieval,visual_occlusion,last_seen_goal_pursuit,5,6,0.5,0.234777,0.210945,0.166667,0.0,0.333333,0.333333,0.166667,0.803658,0.14698,0.191461,0.442666,0.089435
nominal,shelf_retrieval,visual_occlusion,memory_only_belief_tracking,5,6,0.833333,0.398676,0.253398,0.0,0.0,0.166667,0.5,0.166667,0.701282,0.143746,0.164045,0.147555,0.662389
nominal,shelf_retrieval,visual_occlusion,uncertainty_halt,5,6,0.666667,0.426562,0.30195,0.0,0.0,0.166667,0.166667,0.0,0.656575,0.216797,0.127636,0.29511,0.454885
nominal,shelf_retrieval,visual_occlusion,active_viewpoint_reacquisition,5,6,0.833333,0.507777,0.342951,0.166667,0.166667,0.166667,0.333333,0.5,0.573006,0.244169,0.123104,0.147555,0.35185
nominal,shelf_retrieval,visual_occlusion,pomdp_belief_planner,5,6,0.5,0.587591,0.424034,0.0,0.0,0.166667,0.333333,0.5,0.537227,0.229884,0.088881,0.442666,0.33212
nominal,shelf_retrieval,visual_occlusion,goal_retargeting_heuristic,5,6,0.833333,0.493467,0.470817,0.0,0.0,0.166667,0.166667,0.666667,0.623016,0.217627,0.110242,0.147555,0.656808
nominal,shelf_retrieval,visual_occlusion,failure_aware_manipulation_policy,5,6,0.666667,0.56091,0.480344,0.0,0.0,0.0,0.333333,0.166667,0.558555,0.215858,0.090822,0.29511,0.583168
nominal,shelf_retrieval,visual_occlusion,robust_mpc_replan,5,6,0.666667,0.556826,0.492495,0.0,0.0,0.166667,0.166667,0.166667,0.603623,0.236015,0.087739,0.29511,0.468045
nominal,shelf_retrieval,visual_occlusion,conformal_goal_validity_filter,5,6,0.666667,0.589888,0.476398,0.0,0.0,0.0,0.333333,0.666667,0.509992,0.218997,0.050828,0.29511,0.613871
nominal,shelf_retrieval,visual_occlusion,learned_goal_state_classifier,5,6,0.833333,0.652694,0.480496,0.0,0.166667,0.0,0.166667,0.166667,0.510748,0.213587,0.07884,0.147555,0.588851
nominal,shelf_retrieval,visual_occlusion,active_subgoal_probe_policy,5,6,0.833333,0.609467,0.47225,0.0,0.0,0.0,0.0,0.333333,0.499179,0.256616,0.090969,0.147555,0.726376
nominal,shelf_retrieval,visual_occlusion,risk_budgeted_goal_recovery,5,6,0.5,0.638844,0.507831,0.0,0.0,0.0,0.5,0.5,0.515765,0.242629,0.051284,0.442666,0.444463
nominal,shelf_retrieval,visual_occlusion,proposed_disappearing_goal_belief_revision_v4,5,6,0.833333,0.721205,0.591022,0.0,0.0,0.0,0.5,0.833333,0.424952,0.244248,0.046764,0.147555,0.795874
nominal,shelf_retrieval,visual_occlusion,risk_calibrated_goal_belief_revision_v5,5,6,0.333333,0.801379,0.65462,0.0,0.0,0.0,0.5,0.5,0.379656,0.269649,0.00739,0.590221,0.28683
nominal,shelf_retrieval,visual_occlusion,oracle_goal_state_supervisor,5,6,1.0,0.886168,0.716781,0.0,0.0,0.0,0.333333,0.166667,0.290145,0.279344,0.001369,0.0,0.930555
nominal,shelf_retrieval,visual_occlusion,last_seen_goal_pursuit,6,6,0.333333,0.229232,0.196638,0.166667,0.0,0.333333,0.166667,0.0,0.809829,0.140687,0.189315,0.603464,-0.093513
nominal,shelf_retrieval,visual_occlusion,memory_only_belief_tracking,6,6,0.5,0.408997,0.266378,0.166667,0.0,0.333333,0.0,0.333333,0.712069,0.138246,0.154712,0.452598,0.090553
nominal,shelf_retrieval,visual_occlusion,uncertainty_halt,6,6,0.666667,0.428527,0.296153,0.0,0.0,0.333333,0.333333,0.5,0.669607,0.210091,0.129627,0.301732,0.392474
nominal,shelf_retrieval,visual_occlusion,active_viewpoint_reacquisition,6,6,1.0,0.510244,0.360008,0.166667,0.0,0.0,0.166667,0.5,0.577182,0.24844,0.124865,0.0,0.782472
nominal,shelf_retrieval,visual_occlusion,pomdp_belief_planner,6,6,0.666667,0.55879,0.429304,0.166667,0.0,0.166667,0.333333,0.333333,0.544178,0.221706,0.08906,0.301732,0.373353
nominal,shelf_retrieval,visual_occlusion,goal_retargeting_heuristic,6,6,0.5,0.473113,0.489545,0.166667,0.0,0.166667,0.333333,0.5,0.641208,0.223348,0.113008,0.452598,0.203573
nominal,shelf_retrieval,visual_occlusion,failure_aware_manipulation_policy,6,6,0.666667,0.570876,0.477066,0.0,0.0,0.0,0.5,0.5,0.555137,0.22152,0.092893,0.301732,0.607017
nominal,shelf_retrieval,visual_occlusion,robust_mpc_replan,6,6,0.833333,0.539358,0.470541,0.0,0.0,0.0,0.833333,0.333333,0.584819,0.236219,0.094222,0.150866,0.781665
nominal,shelf_retrieval,visual_occlusion,conformal_goal_validity_filter,6,6,0.833333,0.615431,0.467269,0.0,0.0,0.166667,0.333333,0.666667,0.543779,0.224003,0.046073,0.150866,0.68181
nominal,shelf_retrieval,visual_occlusion,learned_goal_state_classifier,6,6,0.5,0.624675,0.512348,0.0,0.0,0.333333,0.666667,0.333333,0.497191,0.203649,0.067586,0.452598,0.264177
nominal,shelf_retrieval,visual_occlusion,active_subgoal_probe_policy,6,6,0.833333,0.615846,0.467819,0.0,0.0,0.166667,0.333333,0.5,0.509799,0.272673,0.088129,0.150866,0.654153
nominal,shelf_retrieval,visual_occlusion,risk_budgeted_goal_recovery,6,6,0.833333,0.608412,0.510132,0.0,0.0,0.0,0.333333,0.333333,0.528759,0.239584,0.058104,0.150866,0.758904
nominal,shelf_retrieval,visual_occlusion,proposed_disappearing_goal_belief_revision_v4,6,6,0.833333,0.733991,0.590858,0.0,0.0,0.0,0.833333,0.833333,0.417079,0.250071,0.056853,0.150866,0.815489
nominal,shelf_retrieval,visual_occlusion,risk_calibrated_goal_belief_revision_v5,6,6,1.0,0.814109,0.655171,0.0,0.0,0.0,0.666667,0.666667,0.348958,0.270799,0.006889,0.0,0.969264
nominal,shelf_retrieval,visual_occlusion,oracle_goal_state_supervisor,6,6,1.0,0.880349,0.720569,0.0,0.0,0.0,0.5,0.666667,0.335281,0.266142,0.001708,0.0,0.961001
nominal,shelf_retrieval,visual_occlusion,last_seen_goal_pursuit,7,6,0.5,0.247627,0.185573,0.166667,0.0,0.0,0.5,0.333333,0.817009,0.142359,0.189547,0.44966,0.302242
nominal,shelf_retrieval,visual_occlusion,memory_only_belief_tracking,7,6,0.833333,0.378393,0.258804,0.0,0.166667,0.166667,0.166667,0.333333,0.685374,0.155107,0.161634,0.149887,0.46614
nominal,shelf_retrieval,visual_occlusion,uncertainty_halt,7,6,0.666667,0.419263,0.30853,0.0,0.0,0.166667,0.333333,0.166667,0.684768,0.210445,0.129423,0.299773,0.473322
nominal,shelf_retrieval,visual_occlusion,active_viewpoint_reacquisition,7,6,0.833333,0.520634,0.337214,0.0,0.0,0.166667,0.333333,0.333333,0.601772,0.25359,0.118253,0.149887,0.641152
nominal,shelf_retrieval,visual_occlusion,pomdp_belief_planner,7,6,0.5,0.555092,0.433769,0.0,0.0,0.0,0.5,0.166667,0.562162,0.218801,0.093197,0.44966,0.425748
nominal,shelf_retrieval,visual_occlusion,goal_retargeting_heuristic,7,6,0.5,0.456802,0.495189,0.0,0.0,0.166667,0.166667,0.666667,0.62634,0.224053,0.107543,0.44966,0.321974
nominal,shelf_retrieval,visual_occlusion,failure_aware_manipulation_policy,7,6,0.333333,0.561605,0.492648,0.0,0.0,0.0,0.333333,0.333333,0.560827,0.222328,0.09088,0.599547,0.255267
nominal,shelf_retrieval,visual_occlusion,robust_mpc_replan,7,6,0.666667,0.520561,0.480113,0.0,0.0,0.5,0.333333,0.0,0.560759,0.245327,0.084176,0.299773,0.278178
nominal,shelf_retrieval,visual_occlusion,conformal_goal_validity_filter,7,6,0.666667,0.607974,0.470532,0.0,0.0,0.166667,0.5,0.666667,0.512386,0.226466,0.041134,0.299773,0.528654
nominal,shelf_retrieval,visual_occlusion,learned_goal_state_classifier,7,6,0.666667,0.623863,0.481274,0.0,0.0,0.166667,0.5,0.166667,0.539723,0.223974,0.075993,0.299773,0.499102
nominal,shelf_retrieval,visual_occlusion,active_subgoal_probe_policy,7,6,0.833333,0.610494,0.477091,0.0,0.0,0.0,0.333333,0.166667,0.51341,0.268945,0.088141,0.149887,0.736755
nominal,shelf_retrieval,visual_occlusion,risk_budgeted_goal_recovery,7,6,0.833333,0.616696,0.507978,0.0,0.0,0.166667,0.666667,0.333333,0.528518,0.238481,0.063821,0.149887,0.682989
nominal,shelf_retrieval,visual_occlusion,proposed_disappearing_goal_belief_revision_v4,7,6,0.666667,0.741361,0.582602,0.0,0.0,0.0,0.666667,0.5,0.412018,0.242417,0.051481,0.299773,0.625661
nominal,shelf_retrieval,visual_occlusion,risk_calibrated_goal_belief_revision_v5,7,6,1.0,0.820912,0.667404,0.0,0.0,0.0,0.333333,0.333333,0.364029,0.284009,0.006939,0.0,0.930774
nominal,shelf_retrieval,visual_occlusion,oracle_goal_state_supervisor,7,6,1.0,0.884639,0.724699,0.0,0.0,0.0,0.5,0.833333,0.316497,0.27645,0.000922,0.0,0.964464
nominal,shelf_retrieval,visual_occlusion,last_seen_goal_pursuit,8,6,0.333333,0.232378,0.190611,0.0,0.0,0.0,0.333333,0.333333,0.800447,0.135019,0.187509,0.596423,0.24822
nominal,shelf_retrieval,visual_occlusion,memory_only_belief_tracking,8,6,1.0,0.373015,0.277565,0.0,0.0,0.166667,0.5,0.333333,0.708961,0.151756,0.164435,0.0,0.833683
nominal,shelf_retrieval,visual_occlusion,uncertainty_halt,8,6,0.833333,0.410685,0.300137,0.0,0.166667,0.333333,0.333333,0.666667,0.66863,0.200766,0.125522,0.149106,0.390391
nominal,shelf_retrieval,visual_occlusion,active_viewpoint_reacquisition,8,6,0.5,0.498152,0.335724,0.166667,0.0,0.0,0.5,0.333333,0.567333,0.254758,0.116063,0.447317,0.297172
nominal,shelf_retrieval,visual_occlusion,pomdp_belief_planner,8,6,0.666667,0.581084,0.452509,0.0,0.0,0.0,0.5,0.5,0.537174,0.226109,0.096148,0.298211,0.605823
nominal,shelf_retrieval,visual_occlusion,goal_retargeting_heuristic,8,6,0.5,0.487439,0.492221,0.0,0.333333,0.5,0.333333,0.333333,0.604324,0.226076,0.114872,0.447317,-0.072064
nominal,shelf_retrieval,visual_occlusion,failure_aware_manipulation_policy,8,6,0.333333,0.546599,0.469065,0.166667,0.0,0.333333,0.0,0.166667,0.550724,0.234354,0.089108,0.596423,-0.02763
nominal,shelf_retrieval,visual_occlusion,robust_mpc_replan,8,6,0.666667,0.543613,0.478372,0.0,0.0,0.0,0.5,0.0,0.590132,0.242759,0.083913,0.298211,0.578372
nominal,shelf_retrieval,visual_occlusion,conformal_goal_validity_filter,8,6,0.666667,0.621618,0.482356,0.0,0.0,0.0,0.333333,0.666667,0.531312,0.214924,0.044605,0.298211,0.615524
nominal,shelf_retrieval,visual_occlusion,learned_goal_state_classifier,8,6,0.833333,0.633529,0.508445,0.0,0.0,0.0,0.333333,0.666667,0.488831,0.213091,0.075688,0.149106,0.779113
nominal,shelf_retrieval,visual_occlusion,active_subgoal_probe_policy,8,6,0.833333,0.638759,0.476407,0.0,0.0,0.0,0.333333,0.666667,0.493426,0.268496,0.08652,0.149106,0.760745
nominal,shelf_retrieval,visual_occlusion,risk_budgeted_goal_recovery,8,6,0.833333,0.62767,0.508006,0.0,0.0,0.166667,0.333333,0.0,0.524405,0.254277,0.053199,0.149106,0.644126
nominal,shelf_retrieval,visual_occlusion,proposed_disappearing_goal_belief_revision_v4,8,6,0.666667,0.717012,0.589267,0.0,0.0,0.0,0.666667,0.5,0.430389,0.257131,0.057209,0.298211,0.621255
nominal,shelf_retrieval,visual_occlusion,risk_calibrated_goal_belief_revision_v5,8,6,0.666667,0.799801,0.661862,0.0,0.0,0.0,0.5,0.5,0.369054,0.266855,0.014789,0.298211,0.618011
nominal,shelf_retrieval,visual_occlusion,oracle_goal_state_supervisor,8,6,1.0,0.868473,0.708722,0.0,0.0,0.0,1.0,0.666667,0.311949,0.267478,0.001846,0.0,0.989416
nominal,shelf_retrieval,visual_occlusion,last_seen_goal_pursuit,9,6,0.333333,0.221202,0.208631,0.0,0.0,0.0,0.166667,0.0,0.819853,0.132149,0.190313,0.586507,0.22166
nominal,shelf_retrieval,visual_occlusion,memory_only_belief_tracking,9,6,0.333333,0.400001,0.253306,0.166667,0.0,0.333333,0.0,0.0,0.696056,0.141679,0.15678,0.586507,-0.091798
