split,task,regime,method,seed,episodes,success,goal_validity_f1,retarget_precision,stale_goal_pursuit,unsafe_reach,false_abandonment,reappearance_recovery,substitute_goal_success,belief_update_latency,intervention_cost,ece,regret,utility
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,robust_mpc_replan,1,6,0.833333,0.452631,0.445121,0.0,0.0,0.166667,0.333333,0.333333,0.71436,0.232749,0.105344,0.14667,0.644615
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,conformal_goal_validity_filter,1,6,0.333333,0.52833,0.423303,0.0,0.0,0.0,0.333333,0.5,0.62848,0.218576,0.064673,0.586681,0.266275
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,learned_goal_state_classifier,1,6,0.166667,0.558529,0.450872,0.0,0.0,0.0,0.166667,0.666667,0.629933,0.210574,0.098115,0.733352,0.091246
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,active_subgoal_probe_policy,1,6,0.333333,0.560273,0.434611,0.0,0.166667,0.0,0.5,0.333333,0.623283,0.258367,0.111072,0.586681,0.084973
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,risk_budgeted_goal_recovery,1,6,0.5,0.536535,0.470052,0.0,0.0,0.0,0.5,0.333333,0.632858,0.239524,0.085475,0.440011,0.425195
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,proposed_disappearing_goal_belief_revision_v4,1,6,1.0,0.637285,0.555827,0.166667,0.0,0.0,0.333333,0.666667,0.547807,0.239211,0.076723,0.0,0.815634
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,risk_calibrated_goal_belief_revision_v5,1,6,0.666667,0.741314,0.640323,0.0,0.0,0.0,0.5,0.5,0.483637,0.268512,0.03094,0.293341,0.610124
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,oracle_goal_state_supervisor,1,6,1.0,0.78124,0.683696,0.0,0.0,0.0,0.5,0.5,0.424742,0.262594,0.010431,0.0,0.951245
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,last_seen_goal_pursuit,2,6,0.833333,0.172164,0.153539,0.166667,0.0,0.166667,0.166667,0.0,0.916129,0.132991,0.210425,0.148761,0.495503
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,memory_only_belief_tracking,2,6,0.333333,0.31077,0.219229,0.166667,0.0,0.166667,0.166667,0.0,0.799486,0.145979,0.181738,0.595043,0.00375
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,uncertainty_halt,2,6,0.5,0.372936,0.252712,0.333333,0.166667,0.333333,0.5,0.333333,0.783901,0.210001,0.146523,0.446282,-0.067812
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,active_viewpoint_reacquisition,2,6,0.5,0.429986,0.311164,0.166667,0.0,0.166667,0.166667,0.666667,0.687413,0.242918,0.13843,0.446282,0.186466
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,pomdp_belief_planner,2,6,0.333333,0.497029,0.386069,0.333333,0.0,0.0,0.166667,0.5,0.672091,0.216405,0.121667,0.595043,0.001374
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,goal_retargeting_heuristic,2,6,0.166667,0.39779,0.473821,0.0,0.166667,0.0,0.5,0.666667,0.753882,0.21938,0.131293,0.743804,-0.055719
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,failure_aware_manipulation_policy,2,6,0.5,0.507205,0.457689,0.166667,0.0,0.166667,0.5,0.5,0.676073,0.229949,0.116743,0.446282,0.209862
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,robust_mpc_replan,2,6,0.333333,0.47195,0.451606,0.166667,0.166667,0.0,0.0,0.5,0.695176,0.224846,0.117501,0.595043,-0.07223
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,conformal_goal_validity_filter,2,6,0.833333,0.537204,0.430727,0.0,0.0,0.0,0.166667,0.5,0.6358,0.21064,0.06477,0.148761,0.756995
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,learned_goal_state_classifier,2,6,0.666667,0.549796,0.470605,0.0,0.0,0.166667,0.666667,0.333333,0.626704,0.217147,0.092929,0.297522,0.51141
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,active_subgoal_probe_policy,2,6,0.666667,0.55237,0.439457,0.333333,0.0,0.0,0.333333,0.666667,0.646789,0.259343,0.115599,0.297522,0.342759
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,risk_budgeted_goal_recovery,2,6,0.833333,0.54744,0.465998,0.0,0.0,0.0,0.333333,0.333333,0.63175,0.24974,0.076486,0.148761,0.746663
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,proposed_disappearing_goal_belief_revision_v4,2,6,1.0,0.659716,0.554742,0.166667,0.0,0.0,0.5,0.666667,0.545119,0.245504,0.079156,0.0,0.824179
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,risk_calibrated_goal_belief_revision_v5,2,6,0.833333,0.734223,0.617562,0.0,0.0,0.0,0.333333,0.166667,0.466925,0.278141,0.029897,0.148761,0.749134
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,oracle_goal_state_supervisor,2,6,1.0,0.814028,0.658016,0.0,0.0,0.0,0.5,0.333333,0.440952,0.282356,0.015775,0.0,0.937275
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,last_seen_goal_pursuit,3,6,0.166667,0.185146,0.176765,0.166667,0.166667,0.166667,0.166667,0.166667,0.895003,0.130279,0.205272,0.738366,-0.186698
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,memory_only_belief_tracking,3,6,0.333333,0.313229,0.231009,0.666667,0.0,0.0,0.166667,0.5,0.827686,0.147456,0.180753,0.590692,-0.23872
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,uncertainty_halt,3,6,0.333333,0.35944,0.288854,0.0,0.0,0.0,0.333333,0.0,0.773036,0.208445,0.138687,0.590692,0.223304
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,active_viewpoint_reacquisition,3,6,0.666667,0.433064,0.27442,0.333333,0.0,0.166667,0.5,0.333333,0.707265,0.249353,0.145818,0.295346,0.235251
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,pomdp_belief_planner,3,6,0.166667,0.489288,0.387573,0.166667,0.0,0.0,0.333333,0.166667,0.660651,0.231876,0.124339,0.738366,-0.054117
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,goal_retargeting_heuristic,3,6,0.666667,0.403882,0.441137,0.0,0.0,0.0,0.5,0.666667,0.740513,0.215863,0.130017,0.295346,0.598778
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,failure_aware_manipulation_policy,3,6,0.5,0.494384,0.448505,0.0,0.166667,0.0,0.166667,0.333333,0.667264,0.226431,0.118899,0.443019,0.253315
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,robust_mpc_replan,3,6,0.666667,0.476228,0.440412,0.0,0.166667,0.0,0.333333,0.0,0.680366,0.237447,0.112873,0.295346,0.413099
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,conformal_goal_validity_filter,3,6,0.166667,0.540003,0.445226,0.0,0.0,0.0,0.166667,0.166667,0.643247,0.211526,0.063061,0.738366,0.075506
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,learned_goal_state_classifier,3,6,0.5,0.571655,0.471615,0.166667,0.0,0.0,0.833333,0.0,0.615505,0.220591,0.103425,0.443019,0.314461
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,active_subgoal_probe_policy,3,6,0.333333,0.539493,0.44575,0.0,0.0,0.0,0.333333,0.333333,0.614082,0.270132,0.113106,0.590692,0.233373
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,risk_budgeted_goal_recovery,3,6,0.833333,0.532742,0.456662,0.166667,0.166667,0.166667,0.333333,0.5,0.60136,0.237185,0.082878,0.147673,0.361377
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,proposed_disappearing_goal_belief_revision_v4,3,6,0.833333,0.657623,0.550069,0.0,0.0,0.0,0.833333,0.666667,0.550019,0.251272,0.071894,0.147673,0.798801
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,risk_calibrated_goal_belief_revision_v5,3,6,0.833333,0.74778,0.626945,0.0,0.0,0.0,0.5,0.333333,0.476294,0.266986,0.029471,0.147673,0.770439
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,oracle_goal_state_supervisor,3,6,0.5,0.822329,0.676618,0.0,0.0,0.0,0.333333,0.666667,0.438099,0.276885,0.013317,0.0,0.443767
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,last_seen_goal_pursuit,4,6,0.166667,0.163756,0.167397,0.5,0.166667,0.333333,0.333333,0.0,0.921288,0.134394,0.212267,0.732938,-0.374774
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,memory_only_belief_tracking,4,6,0.333333,0.302844,0.223171,0.166667,0.0,0.166667,0.333333,0.166667,0.818593,0.151702,0.176667,0.586351,0.092159
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,uncertainty_halt,4,6,0.333333,0.375759,0.279992,0.333333,0.0,0.0,0.0,0.166667,0.768866,0.213165,0.150472,0.586351,-0.034663
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,active_viewpoint_reacquisition,4,6,0.5,0.447444,0.290574,0.166667,0.0,0.0,0.333333,0.166667,0.699931,0.250191,0.140674,0.439763,0.268164
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,pomdp_belief_planner,4,6,0.166667,0.505788,0.398964,0.0,0.0,0.0,0.666667,0.333333,0.663569,0.23033,0.119026,0.732938,0.096537
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,goal_retargeting_heuristic,4,6,0.833333,0.409155,0.422989,0.166667,0.0,0.0,0.5,0.5,0.751716,0.209234,0.13644,0.146588,0.637961
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,failure_aware_manipulation_policy,4,6,0.666667,0.497848,0.429103,0.0,0.0,0.0,0.5,0.333333,0.666099,0.232526,0.109959,0.293175,0.586913
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,robust_mpc_replan,4,6,0.333333,0.468534,0.456024,0.333333,0.0,0.166667,0.166667,0.666667,0.691786,0.234424,0.112969,0.586351,-0.09227
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,conformal_goal_validity_filter,4,6,0.833333,0.533399,0.457261,0.0,0.0,0.0,0.333333,0.333333,0.66105,0.211143,0.068056,0.146588,0.758581
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,learned_goal_state_classifier,4,6,0.666667,0.540364,0.44506,0.166667,0.0,0.0,0.333333,0.333333,0.627986,0.215676,0.095666,0.293175,0.466185
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,active_subgoal_probe_policy,4,6,0.333333,0.567027,0.434605,0.166667,0.166667,0.0,0.5,0.5,0.629431,0.266677,0.109014,0.586351,-0.02226
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,risk_budgeted_goal_recovery,4,6,1.0,0.541386,0.457312,0.0,0.0,0.333333,0.333333,0.166667,0.625424,0.245155,0.076359,0.0,0.714217
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,proposed_disappearing_goal_belief_revision_v4,4,6,0.666667,0.650316,0.570826,0.0,0.0,0.0,0.666667,0.833333,0.540678,0.245789,0.087732,0.293175,0.627428
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,risk_calibrated_goal_belief_revision_v5,4,6,0.666667,0.749975,0.631321,0.0,0.0,0.0,0.666667,0.666667,0.468084,0.28029,0.026039,0.293175,0.62678
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,oracle_goal_state_supervisor,4,6,1.0,0.797199,0.679694,0.0,0.0,0.0,0.666667,0.833333,0.419792,0.273739,0.014251,0.0,0.972551
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,last_seen_goal_pursuit,5,6,0.5,0.165605,0.163996,0.333333,0.333333,0.166667,0.166667,0.0,0.953086,0.140707,0.210894,0.432205,-0.296244
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,memory_only_belief_tracking,5,6,0.166667,0.321262,0.226987,0.166667,0.0,0.0,0.166667,0.5,0.815158,0.141691,0.179966,0.720341,-0.042858
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,uncertainty_halt,5,6,0.5,0.364301,0.261974,0.0,0.0,0.0,0.5,0.166667,0.782562,0.200443,0.14498,0.432205,0.408843
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,active_viewpoint_reacquisition,5,6,0.166667,0.457404,0.313084,0.0,0.0,0.0,0.333333,0.5,0.699656,0.244969,0.138596,0.720341,0.071869
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,pomdp_belief_planner,5,6,0.166667,0.486726,0.375947,0.166667,0.0,0.0,0.333333,0.333333,0.67808,0.228185,0.117117,0.720341,-0.044792
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,goal_retargeting_heuristic,5,6,0.5,0.421076,0.439908,0.166667,0.0,0.0,0.166667,0.5,0.759738,0.22458,0.129838,0.432205,0.279408
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,failure_aware_manipulation_policy,5,6,0.833333,0.484564,0.448389,0.0,0.0,0.0,0.666667,0.0,0.677354,0.236348,0.112034,0.144068,0.747247
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,robust_mpc_replan,5,6,0.5,0.448675,0.448347,0.166667,0.166667,0.0,0.0,0.5,0.677698,0.236981,0.120403,0.432205,0.118664
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,conformal_goal_validity_filter,5,6,0.333333,0.541875,0.434456,0.166667,0.0,0.166667,0.166667,0.333333,0.648509,0.213448,0.060117,0.576273,0.032814
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,learned_goal_state_classifier,5,6,0.333333,0.549193,0.459779,0.166667,0.166667,0.0,0.333333,0.5,0.608589,0.217375,0.099175,0.576273,-0.014863
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,active_subgoal_probe_policy,5,6,0.333333,0.529867,0.447262,0.166667,0.0,0.0,0.5,0.666667,0.62082,0.273558,0.113756,0.576273,0.137699
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,risk_budgeted_goal_recovery,5,6,1.0,0.551606,0.465582,0.0,0.0,0.0,0.333333,0.833333,0.640026,0.249573,0.072527,0.0,0.936338
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,proposed_disappearing_goal_belief_revision_v4,5,6,0.666667,0.652735,0.545697,0.0,0.0,0.0,0.166667,0.5,0.560611,0.23824,0.077152,0.288136,0.583524
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,risk_calibrated_goal_belief_revision_v5,5,6,0.666667,0.754683,0.629737,0.0,0.0,0.0,0.333333,0.666667,0.477116,0.280403,0.035117,0.288136,0.602631
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,oracle_goal_state_supervisor,5,6,0.666667,0.800959,0.688937,0.0,0.0,0.0,0.333333,0.666667,0.421981,0.261447,0.013517,0.0,0.61351
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,last_seen_goal_pursuit,6,6,0.333333,0.156404,0.153003,0.166667,0.0,0.166667,0.166667,0.333333,0.932258,0.137913,0.215247,0.602135,0.007159
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,memory_only_belief_tracking,6,6,0.0,0.301715,0.216045,0.333333,0.333333,0.0,0.0,0.166667,0.78903,0.13631,0.187635,0.903203,-0.654269
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,uncertainty_halt,6,6,0.5,0.365264,0.273952,0.0,0.0,0.0,0.166667,0.666667,0.782962,0.205829,0.151551,0.451602,0.406595
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,active_viewpoint_reacquisition,6,6,0.5,0.434864,0.288304,0.5,0.0,0.0,0.166667,0.333333,0.707144,0.251877,0.136778,0.451602,0.024822
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,pomdp_belief_planner,6,6,1.0,0.496058,0.395134,0.0,0.0,0.0,0.5,0.333333,0.674027,0.229658,0.116357,0.0,0.919303
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,goal_retargeting_heuristic,6,6,0.5,0.419795,0.444215,0.0,0.0,0.0,0.333333,0.5,0.734181,0.227215,0.134027,0.451602,0.409807
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,failure_aware_manipulation_policy,6,6,0.833333,0.502292,0.414413,0.0,0.0,0.166667,0.333333,0.5,0.686814,0.238528,0.127891,0.150534,0.646798
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,robust_mpc_replan,6,6,0.666667,0.469406,0.449313,0.166667,0.166667,0.166667,0.0,0.5,0.693,0.222693,0.114078,0.301068,0.165945
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,conformal_goal_validity_filter,6,6,0.333333,0.533814,0.434548,0.166667,0.0,0.0,0.5,0.5,0.639109,0.213807,0.066834,0.602135,0.157532
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,learned_goal_state_classifier,6,6,0.833333,0.560351,0.456014,0.166667,0.0,0.0,0.833333,0.666667,0.613936,0.216981,0.098123,0.150534,0.680122
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,active_subgoal_probe_policy,6,6,0.5,0.532102,0.436668,0.0,0.0,0.166667,0.5,0.333333,0.627798,0.26903,0.113352,0.451602,0.313797
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,risk_budgeted_goal_recovery,6,6,0.833333,0.555079,0.458115,0.166667,0.0,0.0,0.166667,0.833333,0.629205,0.24366,0.078634,0.150534,0.639809
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,proposed_disappearing_goal_belief_revision_v4,6,6,1.0,0.661435,0.55708,0.166667,0.0,0.0,0.5,0.333333,0.551268,0.249819,0.080439,0.0,0.807294
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,risk_calibrated_goal_belief_revision_v5,6,6,0.833333,0.751721,0.622691,0.0,0.0,0.0,0.5,0.333333,0.46762,0.278804,0.029745,0.150534,0.767267
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,oracle_goal_state_supervisor,6,6,0.833333,0.799243,0.668813,0.0,0.0,0.0,0.5,0.833333,0.44657,0.271552,0.012978,0.0,0.796229
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,last_seen_goal_pursuit,7,6,0.333333,0.148933,0.159671,0.5,0.0,0.0,0.0,0.333333,0.924923,0.131076,0.210168,0.586898,-0.143473
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,memory_only_belief_tracking,7,6,0.166667,0.305443,0.232176,0.166667,0.333333,0.0,0.166667,0.166667,0.799239,0.144942,0.179887,0.733623,-0.240836
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,uncertainty_halt,7,6,0.666667,0.347879,0.275735,0.166667,0.0,0.0,0.333333,0.166667,0.809325,0.215806,0.148151,0.293449,0.438032
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,active_viewpoint_reacquisition,7,6,0.333333,0.43435,0.288767,0.0,0.0,0.0,0.666667,0.166667,0.713272,0.250527,0.14324,0.586898,0.241832
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,pomdp_belief_planner,7,6,0.666667,0.488438,0.398605,0.0,0.0,0.333333,0.666667,0.333333,0.660678,0.214391,0.121184,0.293449,0.407655
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,goal_retargeting_heuristic,7,6,0.666667,0.386845,0.472585,0.0,0.333333,0.166667,0.5,0.333333,0.734067,0.225382,0.128829,0.293449,0.149916
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,failure_aware_manipulation_policy,7,6,0.5,0.500561,0.457134,0.166667,0.166667,0.0,0.5,0.333333,0.642909,0.220436,0.114585,0.440174,0.124015
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,robust_mpc_replan,7,6,0.666667,0.465127,0.449967,0.166667,0.166667,0.166667,0.333333,0.333333,0.693505,0.236813,0.106768,0.293449,0.177459
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,conformal_goal_validity_filter,7,6,0.666667,0.522459,0.451254,0.166667,0.0,0.166667,0.5,0.333333,0.65421,0.220238,0.066621,0.293449,0.384062
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,learned_goal_state_classifier,7,6,0.833333,0.570902,0.46118,0.166667,0.0,0.0,0.5,0.166667,0.649391,0.220613,0.100645,0.146725,0.632538
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,active_subgoal_probe_policy,7,6,0.666667,0.530387,0.437776,0.0,0.0,0.0,0.333333,0.666667,0.614294,0.264379,0.109733,0.293449,0.584164
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,risk_budgeted_goal_recovery,7,6,0.5,0.545871,0.47952,0.166667,0.166667,0.0,0.333333,0.666667,0.633944,0.244667,0.076977,0.440174,0.145018
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,proposed_disappearing_goal_belief_revision_v4,7,6,1.0,0.646077,0.545555,0.0,0.0,0.166667,0.5,0.666667,0.550149,0.24686,0.078002,0.0,0.847108
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,risk_calibrated_goal_belief_revision_v5,7,6,0.833333,0.734583,0.614014,0.0,0.0,0.0,0.666667,0.5,0.474085,0.276835,0.026333,0.146725,0.786619
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,oracle_goal_state_supervisor,7,6,1.0,0.782435,0.658222,0.0,0.0,0.0,0.333333,0.666667,0.418454,0.282496,0.019805,0.0,0.941638
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,last_seen_goal_pursuit,8,6,0.166667,0.176979,0.14632,0.333333,0.166667,0.166667,0.0,0.0,0.911333,0.139002,0.204107,0.714732,-0.373043
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,memory_only_belief_tracking,8,6,0.333333,0.31804,0.21476,0.166667,0.0,0.0,0.166667,0.5,0.799774,0.136647,0.18831,0.571786,0.124256
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,uncertainty_halt,8,6,0.0,0.376026,0.272236,0.166667,0.0,0.0,0.5,0.0,0.775332,0.221099,0.155856,0.857678,-0.226885
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,active_viewpoint_reacquisition,8,6,0.833333,0.447951,0.284412,0.166667,0.166667,0.0,0.5,0.5,0.730147,0.245818,0.142911,0.142946,0.44664
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,pomdp_belief_planner,8,6,0.5,0.494093,0.392971,0.0,0.0,0.0,0.666667,0.5,0.675523,0.224086,0.120568,0.428839,0.438306
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,goal_retargeting_heuristic,8,6,1.0,0.416366,0.440624,0.166667,0.0,0.0,0.333333,0.5,0.744267,0.219278,0.138809,0.0,0.790632
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,failure_aware_manipulation_policy,8,6,0.833333,0.470827,0.444679,0.0,0.0,0.166667,0.5,0.5,0.67642,0.228125,0.116971,0.142946,0.663675
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,robust_mpc_replan,8,6,0.5,0.461058,0.454877,0.0,0.0,0.0,0.666667,0.333333,0.678072,0.238142,0.099577,0.428839,0.43108
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,conformal_goal_validity_filter,8,6,0.5,0.535833,0.420908,0.0,0.166667,0.0,0.166667,0.5,0.647568,0.220339,0.067523,0.428839,0.253731
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,learned_goal_state_classifier,8,6,0.666667,0.54916,0.451222,0.0,0.0,0.333333,0.5,0.666667,0.625261,0.208384,0.096009,0.285893,0.420933
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,active_subgoal_probe_policy,8,6,0.333333,0.554228,0.429531,0.166667,0.0,0.166667,0.666667,0.333333,0.609668,0.279699,0.108187,0.571786,0.102649
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,risk_budgeted_goal_recovery,8,6,0.5,0.5557,0.474249,0.0,0.0,0.333333,0.666667,0.5,0.61818,0.245749,0.072698,0.428839,0.251873
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,proposed_disappearing_goal_belief_revision_v4,8,6,0.666667,0.658887,0.563855,0.0,0.0,0.0,0.333333,0.5,0.565739,0.247542,0.072928,0.285893,0.59224
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,risk_calibrated_goal_belief_revision_v5,8,6,1.0,0.752416,0.601626,0.0,0.0,0.0,0.5,0.5,0.453579,0.257487,0.02949,0.0,0.946517
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,oracle_goal_state_supervisor,8,6,1.0,0.791203,0.673625,0.0,0.0,0.0,0.833333,0.833333,0.417803,0.278136,0.018253,0.0,0.982331
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,last_seen_goal_pursuit,9,6,0.166667,0.150736,0.17131,0.166667,0.0,0.0,0.0,0.0,0.90308,0.128901,0.216586,0.731608,-0.084807
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,memory_only_belief_tracking,9,6,0.5,0.30403,0.2133,0.166667,0.0,0.333333,0.333333,0.166667,0.792304,0.149617,0.18555,0.438965,0.090512
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,uncertainty_halt,9,6,0.666667,0.369993,0.257237,0.166667,0.0,0.166667,0.666667,0.0,0.796576,0.220821,0.147548,0.292643,0.354798
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,active_viewpoint_reacquisition,9,6,0.333333,0.45449,0.315746,0.0,0.0,0.166667,0.666667,0.166667,0.709525,0.239606,0.143813,0.585287,0.148503
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,pomdp_belief_planner,9,6,0.833333,0.501929,0.405939,0.166667,0.333333,0.0,0.333333,0.333333,0.699757,0.230421,0.117858,0.146322,0.259957
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,goal_retargeting_heuristic,9,6,0.5,0.402227,0.44621,0.0,0.0,0.0,0.5,0.333333,0.739217,0.223083,0.131962,0.438965,0.414582
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,failure_aware_manipulation_policy,9,6,0.833333,0.481838,0.457195,0.0,0.0,0.0,0.333333,0.5,0.67298,0.227669,0.111527,0.146322,0.751014
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,robust_mpc_replan,9,6,0.666667,0.463338,0.466051,0.0,0.0,0.0,0.333333,0.333333,0.710922,0.231446,0.11,0.292643,0.574153
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,conformal_goal_validity_filter,9,6,0.666667,0.553988,0.427975,0.0,0.0,0.0,0.5,0.166667,0.640745,0.23026,0.073791,0.292643,0.589317
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,learned_goal_state_classifier,9,6,0.0,0.552528,0.452048,0.0,0.0,0.0,0.166667,0.5,0.640684,0.212954,0.099158,0.87793,-0.084402
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,active_subgoal_probe_policy,9,6,0.833333,0.545016,0.442805,0.0,0.0,0.0,0.333333,0.666667,0.607783,0.260993,0.109466,0.146322,0.75223
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,risk_budgeted_goal_recovery,9,6,0.666667,0.518056,0.469684,0.0,0.0,0.0,0.666667,0.5,0.629895,0.226166,0.077882,0.292643,0.616021
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,proposed_disappearing_goal_belief_revision_v4,9,6,0.666667,0.643476,0.548382,0.166667,0.0,0.0,0.5,0.5,0.537537,0.248561,0.074679,0.292643,0.483792
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,risk_calibrated_goal_belief_revision_v5,9,6,1.0,0.713132,0.61736,0.0,0.0,0.0,0.833333,0.333333,0.499844,0.275566,0.035022,0.0,0.9538
physical_removal_shift,mobile_pick_and_place,substitute_goal_available,oracle_goal_state_supervisor,9,6,0.833333,0.784421,0.687763,0.0,0.0,0.0,0.333333,0.666667,0.440565,0.2837,0.017919,0.0,0.773919
